dataset_run,s_RAW,s_GATED,meter_rpe_RAW,meter_rpe_GATED,meter_rpe_RAW_rescaled,norm_rpe_RAW,norm_rpe_GATED,ate_RAW,ate_GATED,ate_RAW_rescaled
F9 R1 (phase2a_F9_L2_R1) ONLY,0.09165110844053427,0.10985791080970662,0.08379321738373639,0.09804859542670057,0.09778008256818864,0.9142630003007951,0.8925037323578646,3.0962707182939546,2.701477300259789,3.4275128141545403
