family,run,mechanism,source_dir,ate_rmse,rpe_t_m,rpe_t_norm,rpe_t_norm_valid,rpe_t_norm_starved,valid_pose_pct,tracking_loss_pct,n_active_frames,sim3_scale
F3_L2,3,DELAYED-TRI,p3x,0.1526483333515624,0.009078048318785125,2.021641484675179,2.1083756579226063,1.4600933117270884,86.64383561643835,13.356164383561644,584,0.004490434326560979
F7_L2,1,RAW,p3x,2.831157451247013,0.03720844861416026,1.0468610772511995,0.9779935891169589,1.6705483289458014,90.06993006993007,9.93006993006993,715,0.03554287137301974
F7_L2,1,EIS-GATED,p3x,2.9782283916356715,0.03863005689311446,1.0977553921694958,1.0214949774842832,1.8106244859660487,90.34965034965035,9.65034965034965,715,0.035190040667228986
F7_L2,1,DELAYED-TRI,p3x,2.9782283916356715,0.03863005689311446,1.0977553921694958,1.0214949774842832,1.8106244859660487,90.34965034965035,9.65034965034965,715,0.035190040667228986
F7_L2,2,RAW,p3x,2.7185429027760475,0.037338262864998986,1.0839593073651332,0.9923917236562776,2.0306499711937867,91.19318181818181,8.806818181818182,704,0.034446185028624454
F7_L2,2,EIS-GATED,p3x,2.819081728059014,0.03852498506768992,1.0659307269984717,0.972746500231546,1.9361069622484404,90.3409090909091,9.659090909090908,704,0.03614210951228649
F7_L2,2,DELAYED-TRI,p3x,2.819081728059014,0.03852498506768992,1.0659307269984717,0.972746500231546,1.9361069622484404,90.3409090909091,9.659090909090908,704,0.03614210951228649
F7_L2,3,RAW,p3x,3.172531763790928,0.0393666004960393,1.2072667858339334,1.1413785714147455,1.78104331973436,89.71428571428572,10.285714285714285,700,0.03260803739319836
F7_L2,3,EIS-GATED,p3x,2.8833619894210503,0.04035376440513624,1.100762524921155,1.0275976274430334,1.7582013894031312,90.0,10.0,700,0.03665982761179727
F7_L2,3,DELAYED-TRI,p3x,2.8833619894210503,0.04035376440513624,1.100762524921155,1.0275976274430334,1.7582013894031312,90.0,10.0,700,0.03665982761179727
F8_L2,1,RAW,p3x,2.9757023249433345,0.03916811169224616,1.1279936856462613,1.0698039053869925,1.7246698451301936,91.12676056338029,8.87323943661972,710,0.034723697650670425
F8_L2,1,EIS-GATED,p3x,2.9190705461365694,0.03928744082754964,1.0849106948820717,1.0242382339620086,1.6860347692285418,90.84507042253522,9.15492957746479,710,0.03621260350080716
F8_L2,1,DELAYED-TRI,p3x,2.9190705461365694,0.03928744082754964,1.0849106948820717,1.0242382339620086,1.6860347692285418,90.84507042253522,9.15492957746479,710,0.03621260350080716
F8_L2,2,RAW,p3x,2.718547719398968,0.03849611885622095,1.0966659678289443,1.0079454246955835,2.086358923126948,91.78470254957507,8.21529745042493,706,0.035102866310724706
F8_L2,2,EIS-GATED,p3x,2.784294783233323,0.03873595581602184,1.0847124287477332,0.9910804629550402,1.8953343791721449,89.66005665722379,10.339943342776204,706,0.03571080665199098
F8_L2,2,DELAYED-TRI,p3x,2.784294783233323,0.03873595581602184,1.0847124287477332,0.9910804629550402,1.8953343791721449,89.66005665722379,10.339943342776204,706,0.03571080665199098
F8_L2,3,RAW,p3x,2.9604953677394774,0.03855562305636486,1.1011994415773938,1.032981479853589,1.7122786480047167,89.97175141242937,10.028248587570623,708,0.035012388855861144
F8_L2,3,EIS-GATED,p3x,3.05969382777782,0.038910417957297015,1.130085830604022,1.008647171640583,2.290096901299561,90.53672316384181,9.463276836158192,708,0.03443138291230472
F8_L2,3,DELAYED-TRI,p3x,3.05969382777782,0.038910417957297015,1.130085830604022,1.008647171640583,2.290096901299561,90.53672316384181,9.463276836158192,708,0.03443138291230472
