frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,num_inliers_E,num_inliers_pose,num_inliers_H,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,mean_lk_err,consecutive_low_inliers,failure_triggered_streak,window_low_inlier_pct,failure_triggered_window,rel_tx,rel_ty,rel_tz,rel_rot_deg,eis_dt_ms,eis_crop_pct,eis_warp_deg,eis_cum_warp_deg
50,10,99000000,10.099000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.96,True,0.0,0.0,0.0,0.00,0.0000,0.00,0.0000,0.0000
51,10,132000000,10.132000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.92,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
52,10,165000000,10.165000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.89,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
53,10,198000000,10.198000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.85,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
54,10,231000000,10.231000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.82,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
55,10,264000000,10.264000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.79,True,0.0,0.0,0.0,0.00,2.0000,0.00,0.0000,0.0000
56,10,297000000,10.297000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.75,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
57,10,330000000,10.330000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.72,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
58,10,363000000,10.363000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.69,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
59,10,396000000,10.396000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.67,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
60,10,429000000,10.429000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,1.64,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
61,10,462000000,10.462000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,4.0000,0.00,0.0000,0.0000
62,10,495000000,10.495000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
63,10,528000000,10.528000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
64,10,561000000,10.561000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
65,10,594000000,10.594000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
66,10,627000000,10.627000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
67,10,660000000,10.660000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
68,10,693000000,10.693000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
69,10,726000000,10.726000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000
70,10,759000000,10.759000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
71,10,792000000,10.792000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
72,10,825000000,10.825000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,0.0000,0.00,0.0000,0.0000
73,10,858000000,10.858000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,4.0000,0.00,0.0000,0.0000
74,10,891000000,10.891000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
75,10,924000000,10.924000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000
76,10,957000000,10.957000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
77,10,990000000,10.990000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
78,11,23000000,11.023000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,12.0000,0.00,0.0000,0.0000
79,11,56000000,11.056000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000
80,11,89000000,11.089000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
81,11,122000000,11.122000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,10.0000,0.00,0.0000,0.0000
82,11,155000000,11.155000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
83,11,188000000,11.188000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000
84,11,221000000,11.221000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
85,11,254000000,11.254000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,963,963,0,963,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
86,11,287000000,11.287000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,960,960,960,0,960,1.0000,0.9969,0.0000,0.0021,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
87,11,320000000,11.320000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0027,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
88,11,353000000,11.353000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,14.0000,0.00,0.0000,0.0000
89,11,386000000,11.386000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000
90,11,419000000,11.419000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
91,11,452000000,11.452000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,7.0000,0.00,0.0000,0.0000
92,11,485000000,11.485000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,960,960,960,0,960,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
93,11,518000000,11.518000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,960,959,959,959,0,959,1.0000,0.9990,0.0000,0.0023,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
94,11,551000000,11.551000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,959,959,959,0,959,1.0000,1.0000,0.0000,0.0003,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
95,11,584000000,11.584000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,959,959,959,0,959,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
96,11,617000000,11.617000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,959,959,959,0,959,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000
97,11,650000000,11.650000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,959,959,959,0,959,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,7.0000,0.00,0.0000,0.0000
98,11,683000000,11.683000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,959,959,959,0,959,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,0.0000,0.00,0.0000,0.0000
99,11,716000000,11.716000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,959,950,950,950,0,950,1.0000,0.9906,0.0000,0.0017,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000
100,11,749000000,11.749000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0017,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,6.0000,0.00,0.0000,0.0000
101,11,782000000,11.782000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,4.0000,0.00,0.0000,0.0000
102,11,815000000,11.815000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,12.0000,0.00,0.0000,0.0000
103,11,848000000,11.848000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
104,11,881000000,11.881000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
105,11,914000000,11.914000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0012,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000
106,11,947000000,11.947000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0009,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000
107,11,980000000,11.980000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950,950,950,950,0,950,1.0000,1.0000,0.0000,0.0000,0.0000,0,False,0.00,True,0.0,0.0,0.0,0.00,4.0000,0.00,0.0000,0.0000
