small_baseline_default_inliers,small_baseline_repaired_inliers,large_baseline_default_inliers,large_baseline_repaired_inliers,total_synthetic_points,f9_r1_mean_inliers,f9_r1_valid_pose_pct
0,500,500,500,500,564.7618364418938,93.54375896700144
