gate_thresh_deg,frac_frames_eis_on,uniform_harm_prediction_valid_pct,measured_valid_pct_mean,raw_valid_pct,incremental_valid_pct
5.0,0.15238996687174633,92.29908196030155,92.99572389744657,93.04178244082208,88.16809885281002
10.0,0.23663038334122102,91.88852082510697,92.37834798584724,93.04178244082208,88.16809885281002
15.0,0.30004732607666823,91.57944671209532,92.14373358339576,93.04178244082208,88.16809885281002
20.0,0.3615712257453857,91.27959869200939,92.05063263004199,93.04178244082208,88.16809885281002
30.0,0.48225272124940843,90.69143526799468,92.14367710075135,93.04178244082208,88.16809885281002
45.0,0.705631803123521,89.60275630275962,90.34522543353025,93.04178244082208,88.16809885281002
