family,descent_starts_s,representative_run,source_dir,duration_s,heading_p2p_deg,mean_speed_mps,p95_speed_mps,path_length_m,p99_yaw_rate_dps
F1_L2,19.55999999999958,1,p3_F1_L2_R1,22.739999999999515,2.2368033298371754,1.3085361916072038,5.8320876377730615,29.649754069296456,0.6657745583768616
F2_L2,22.559999999999516,1,p3_F2_L2_R1,22.639999999999514,1.8002262584845254,0.7833954303952341,1.4585219194774293,17.65277135621895,0.517655616431165
F4_L2,19.899999999999576,1,p3_F4_L2_R1,22.75999999999952,2.058218487708721,1.2942016027645848,5.809805068620015,29.547660637785736,0.7267655171387845
F5_L2,20.19999999999957,1,phase2a_F5_L2_R1,23.2199999999995,2.109552212790151,1.2686821810273385,5.799272479059525,29.523659460361863,0.701560138069555
F6_L2,19.359999999999587,2,p3_F6_L2_R2,21.439999999999543,118.77698441228188,0.3407728695671091,1.776955381181202,7.592793093822163,109.86751217786264
F9_L2,20.159999999999574,1,phase2a_F9_L2_R1,22.999999999999506,119.95134551064018,1.264324925409049,5.852003901674829,29.237959347011028,99.14839375710605
F10_L3,20.419999999999565,1,p3_F10_L3_R1,23.15999999999951,126.92730685675875,1.2977166629196535,7.468203670678891,31.549202691113194,149.98919105698357
F11_L2,16.83999999999964,1,p3_F11_L2_R1,20.23999999999957,93.34966180413394,1.7140194193967466,6.368487272871678,34.592561929846944,144.34763886030723
