cam_frame_idx,cam_timestamp_sec,pose_idx,pose_timestamp_sec,gap_abs_ms,gap_signed_ms,within_tolerance,pos_x,pos_y,pos_z
51,281.164000000,167,281.160000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
52,281.196000000,170,281.196000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
53,281.228000000,174,281.224000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
54,281.260000000,175,281.260000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
55,281.296000000,180,281.292000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
56,281.328000000,185,281.332000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
57,281.360000000,188,281.356000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
58,281.392000000,191,281.396000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
59,281.428000000,194,281.428000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
60,281.460000000,196,281.448000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
61,281.492000000,200,281.488000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
62,281.524000000,204,281.516000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
63,281.560000000,206,281.552000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
64,281.592000000,210,281.584000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
65,281.624000000,214,281.616000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
66,281.656000000,216,281.652000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
67,281.692000000,220,281.688000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
68,281.724000000,224,281.720000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
69,281.756000000,228,281.756000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
70,281.788000000,230,281.776000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
71,281.824000000,235,281.816000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
72,281.856000000,239,281.856000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
73,281.888000000,243,281.892000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
74,281.920000000,244,281.916000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
75,281.956000000,248,281.948000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
76,281.988000000,252,281.988000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
77,282.020000000,254,282.008000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
78,282.052000000,260,282.048000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
79,282.088000000,262,282.080000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
80,282.120000000,265,282.116000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
81,282.152000000,269,282.144000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
82,282.184000000,272,282.180000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
83,282.220000000,276,282.212000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
84,282.252000000,280,282.244000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
85,282.284000000,282,282.276000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
86,282.316000000,287,282.316000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
87,282.352000000,289,282.348000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
88,282.384000000,293,282.376000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
89,282.416000000,297,282.416000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
90,282.448000000,299,282.444000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
91,282.484000000,302,282.484000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
92,282.516000000,306,282.516000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
93,282.548000000,310,282.548000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
94,282.580000000,314,282.588000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
95,282.616000000,317,282.612000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
96,282.648000000,320,282.648000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
97,282.680000000,322,282.668000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
98,282.712000000,326,282.700000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
99,282.748000000,330,282.744000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
100,282.780000000,331,282.776000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
101,282.812000000,336,282.808000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
102,282.844000000,340,282.844000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
103,282.880000000,344,282.880000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
104,282.912000000,346,282.908000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
105,282.944000000,350,282.944000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
106,282.976000000,353,282.968000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
107,283.012000000,356,283.004000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
108,283.044000000,361,283.048000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
109,283.076000000,364,283.072000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
110,283.108000000,365,283.096000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
111,283.144000000,367,283.132000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
112,283.176000000,374,283.176000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
113,283.208000000,379,283.216000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
114,283.240000000,380,283.228000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
115,283.276000000,384,283.272000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
116,283.308000000,388,283.300000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
117,283.340000000,392,283.340000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
118,283.372000000,394,283.364000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
119,283.408000000,399,283.408000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
120,283.440000000,402,283.448000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
121,283.472000000,405,283.476000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
122,283.504000000,408,283.508000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
123,283.540000000,411,283.536000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
124,283.572000000,415,283.568000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
125,283.604000000,418,283.604000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
126,283.636000000,420,283.628000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
127,283.672000000,425,283.672000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
128,283.704000000,426,283.696000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
129,283.736000000,429,283.724000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
130,283.768000000,435,283.768000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
131,283.804000000,439,283.804000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
132,283.836000000,441,283.828000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
133,283.868000000,443,283.856000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
134,283.900000000,449,283.900000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
135,283.936000000,453,283.944000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
136,283.968000000,457,283.976000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
137,284.000000000,459,283.996000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
138,284.032000000,463,284.036000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
139,284.068000000,464,284.056000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
140,284.100000000,470,284.092000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
141,284.132000000,473,284.132000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
142,284.164000000,477,284.172000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
143,284.200000000,480,284.208000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
144,284.232000000,483,284.232000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
145,284.264000000,487,284.268000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
146,284.296000000,490,284.304000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
147,284.332000000,492,284.320000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
148,284.364000000,496,284.352000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
149,284.396000000,500,284.404000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
150,284.428000000,502,284.420000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
151,284.464000000,506,284.464000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
152,284.496000000,510,284.504000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
153,284.528000000,513,284.528000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
154,284.560000000,516,284.564000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
155,284.596000000,520,284.604000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
156,284.628000000,523,284.640000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
157,284.660000000,526,284.652000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
158,284.692000000,527,284.680000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
159,284.728000000,532,284.720000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
160,284.760000000,537,284.764000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
161,284.792000000,538,284.780000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
162,284.824000000,542,284.816000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
163,284.860000000,545,284.848000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
164,284.892000000,550,284.884000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
165,284.924000000,554,284.924000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
166,284.956000000,558,284.960000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
167,284.992000000,561,285.000000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
168,285.024000000,564,285.012000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
169,285.056000000,569,285.060000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
170,285.088000000,572,285.096000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
171,285.124000000,576,285.132000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
172,285.156000000,579,285.164000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
173,285.188000000,582,285.192000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
174,285.220000000,585,285.220000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
175,285.256000000,589,285.252000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
176,285.288000000,592,285.292000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
177,285.320000000,595,285.324000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
178,285.352000000,599,285.356000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
179,285.388000000,602,285.388000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
180,285.420000000,606,285.424000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
181,285.452000000,609,285.448000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
182,285.484000000,613,285.484000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
183,285.520000000,615,285.508000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
184,285.552000000,620,285.560000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
185,285.584000000,622,285.576000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
186,285.616000000,626,285.604000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
187,285.652000000,627,285.648000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
188,285.684000000,634,285.680000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
189,285.716000000,635,285.708000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
190,285.748000000,641,285.752000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
191,285.784000000,643,285.780000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
192,285.816000000,646,285.804000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
193,285.848000000,650,285.840000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
194,285.880000000,654,285.876000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
195,285.916000000,655,285.912000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
196,285.948000000,660,285.944000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
197,285.980000000,663,285.980000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
198,286.012000000,667,286.012000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
199,286.048000000,670,286.044000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
200,286.080000000,674,286.072000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
201,286.112000000,677,286.112000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
202,286.144000000,680,286.144000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
203,286.180000000,683,286.176000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
204,286.212000000,687,286.220000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
205,286.244000000,691,286.256000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
206,286.276000000,694,286.284000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
207,286.312000000,696,286.304000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
208,286.344000000,700,286.344000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
209,286.376000000,703,286.368000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
210,286.408000000,707,286.420000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
211,286.444000000,710,286.432000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
212,286.476000000,714,286.484000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
213,286.508000000,717,286.520000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
214,286.540000000,721,286.552000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
215,286.576000000,723,286.588000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
216,286.608000000,726,286.600000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
217,286.640000000,728,286.628000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
218,286.672000000,733,286.684000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
219,286.708000000,737,286.700000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
220,286.740000000,741,286.752000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
221,286.772000000,744,286.784000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
222,286.804000000,747,286.800000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
223,286.840000000,750,286.840000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
224,286.872000000,754,286.876000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
225,286.904000000,757,286.908000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
226,286.936000000,758,286.924000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
227,286.972000000,763,286.968000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
228,287.004000000,766,286.992000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
229,287.036000000,771,287.040000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
230,287.068000000,774,287.064000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
231,287.104000000,777,287.108000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
232,287.136000000,781,287.136000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
233,287.168000000,784,287.172000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
234,287.200000000,787,287.204000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
235,287.236000000,790,287.224000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
236,287.268000000,795,287.272000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
237,287.300000000,796,287.288000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
238,287.332000000,801,287.332000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
239,287.368000000,804,287.372000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
240,287.400000000,807,287.396000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
241,287.432000000,810,287.432000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
242,287.464000000,814,287.472000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
243,287.500000000,816,287.508000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
244,287.532000000,821,287.536000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
245,287.564000000,822,287.552000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
246,287.596000000,826,287.584000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
247,287.632000000,831,287.644000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
248,287.664000000,834,287.656000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
249,287.696000000,837,287.704000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
