cam_frame_idx,cam_timestamp_sec,pose_idx,pose_timestamp_sec,gap_abs_ms,gap_signed_ms,within_tolerance,pos_x,pos_y,pos_z
250,287.728000000,840,287.728000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
251,287.764000000,844,287.768000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
252,287.796000000,846,287.788000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
253,287.828000000,851,287.832000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
254,287.860000000,853,287.852000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
255,287.896000000,857,287.896000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
256,287.928000000,860,287.916000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
257,287.960000000,864,287.968000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
258,287.992000000,867,287.996000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
259,288.028000000,870,288.028000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
260,288.060000000,873,288.064000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
261,288.092000000,877,288.088000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
262,288.124000000,880,288.132000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
263,288.160000000,883,288.160000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
264,288.192000000,886,288.196000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
265,288.224000000,890,288.228000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
266,288.256000000,893,288.248000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
267,288.292000000,896,288.288000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
268,288.324000000,900,288.332000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
269,288.356000000,903,288.348000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
270,288.388000000,907,288.388000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
271,288.424000000,909,288.412000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
272,288.456000000,913,288.464000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
273,288.488000000,916,288.488000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
274,288.520000000,920,288.528000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
275,288.556000000,922,288.548000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
276,288.588000000,926,288.588000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
277,288.620000000,929,288.624000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
278,288.652000000,933,288.648000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
279,288.688000000,937,288.680000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
280,288.720000000,941,288.720000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
281,288.752000000,944,288.756000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
282,288.784000000,947,288.780000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
283,288.820000000,950,288.816000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
284,288.852000000,955,288.860000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
285,288.884000000,957,288.892000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
286,288.916000000,961,288.924000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
287,288.952000000,963,288.952000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
288,288.984000000,967,288.984000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
289,289.016000000,969,289.004000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
290,289.048000000,973,289.052000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
291,289.084000000,977,289.092000000,8.0000,-8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
292,289.116000000,980,289.104000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
293,289.148000000,982,289.136000000,12.0000,12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
294,289.180000000,986,289.172000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
295,289.216000000,990,289.228000000,12.0000,-12.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
296,289.248000000,993,289.244000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
297,289.280000000,996,289.276000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
298,289.312000000,1001,289.316000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
299,289.348000000,1003,289.348000000,0.0000,0.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
300,289.380000000,1007,289.376000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
301,289.412000000,1010,289.416000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
302,289.444000000,1013,289.436000000,8.0000,8.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
303,289.480000000,1016,289.484000000,4.0000,-4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
304,289.512000000,1019,289.508000000,4.0000,4.0000,True,3.99999999981352,0.9999999999836839,-0.013000184162884038
