timestamp_total_sec,maneuver_state,maneuver_time_sec,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,cmd_thrust,cmd_q_w,cmd_q_x,cmd_q_y,cmd_q_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_error_x,pos_error_y,pos_error_z,telem_age_sec
1788544426.807055,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0397,0.0740,0.0165,0.0010,0.0086,-0.0021,-14.0108,7.5969,-2.3911,-0.0061
1788544426.833533,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0442,0.0750,0.0160,0.0026,0.0066,-0.0025,-14.0063,7.5979,-2.3916,-0.0010
1788544426.855628,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0442,0.0750,0.0160,0.0026,0.0066,-0.0025,-14.0063,7.5979,-2.3916,-0.0005
1788544426.876540,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0445,0.0747,0.0163,0.0026,0.0063,-0.0025,-14.0060,7.5976,-2.3913,-0.0002
1788544426.896978,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0445,0.0747,0.0163,0.0026,0.0063,-0.0025,-14.0060,7.5976,-2.3913,-0.0002
1788544426.917358,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0447,0.0744,0.0167,0.0025,0.0059,-0.0023,-14.0058,7.5973,-2.3909,-0.0003
1788544426.937949,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0448,0.0741,0.0169,0.0023,0.0056,-0.0020,-14.0057,7.5970,-2.3907,-0.0009
1788544426.959572,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0448,0.0741,0.0169,0.0023,0.0056,-0.0020,-14.0057,7.5970,-2.3907,-0.0004
1788544426.980271,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0449,0.0739,0.0171,0.0022,0.0052,-0.0019,-14.0056,7.5968,-2.3905,-0.0006
1788544427.001081,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0451,0.0736,0.0174,0.0021,0.0051,-0.0017,-14.0054,7.5965,-2.3902,-0.0008
1788544427.022377,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0451,0.0736,0.0174,0.0021,0.0051,-0.0017,-14.0054,7.5965,-2.3902,-0.0010
1788544427.043622,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0452,0.0734,0.0177,0.0020,0.0049,-0.0015,-14.0053,7.5963,-2.3899,-0.0019
1788544427.065862,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0452,0.0734,0.0177,0.0020,0.0049,-0.0015,-14.0053,7.5963,-2.3899,-0.0006
1788544427.086646,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0454,0.0730,0.0181,0.0021,0.0045,-0.0014,-14.0051,7.5959,-2.3895,-0.0006
1788544427.107462,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0456,0.0727,0.0185,0.0023,0.0042,-0.0014,-14.0049,7.5956,-2.3891,-0.0004
1788544427.128054,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0456,0.0727,0.0185,0.0023,0.0042,-0.0014,-14.0049,7.5956,-2.3891,-0.0005
1788544427.148785,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0459,0.0724,0.0189,0.0025,0.0039,-0.0013,-14.0046,7.5953,-2.3887,-0.0019
1788544427.170964,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0459,0.0724,0.0189,0.0025,0.0039,-0.0013,-14.0046,7.5953,-2.3887,-0.0004
1788544427.191499,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0461,0.0720,0.0193,0.0026,0.0036,-0.0012,-14.0044,7.5949,-2.3883,-0.0006
1788544427.212280,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0464,0.0715,0.0196,0.0028,0.0031,-0.0012,-14.0041,7.5944,-2.3880,-0.0004
1788544427.232996,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0464,0.0715,0.0196,0.0028,0.0031,-0.0012,-14.0041,7.5944,-2.3880,-0.0009
1788544427.254158,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0467,0.0709,0.0200,0.0030,0.0027,-0.0011,-14.0038,7.5938,-2.3876,-0.0011
1788544427.275464,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0467,0.0709,0.0200,0.0030,0.0027,-0.0011,-14.0038,7.5938,-2.3876,-0.0007
1788544427.296368,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0471,0.0703,0.0205,0.0034,0.0019,-0.0010,-14.0034,7.5932,-2.3871,-0.0008
1788544427.317350,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0474,0.0698,0.0209,0.0038,0.0016,-0.0009,-14.0031,7.5927,-2.3867,-0.0003
