timestamp_total_sec,maneuver_state,maneuver_time_sec,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,cmd_thrust,cmd_q_w,cmd_q_x,cmd_q_y,cmd_q_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_error_x,pos_error_y,pos_error_z,telem_age_sec
1788544491.638524,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0197,0.0257,-0.0438,-0.0045,0.0171,0.0041,-14.0702,7.5486,-2.4514,-0.0060
1788544491.664883,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0192,0.0281,-0.0443,-0.0029,0.0150,0.0044,-14.0697,7.5510,-2.4519,-0.0007
1788544491.685826,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0192,0.0281,-0.0443,-0.0029,0.0150,0.0044,-14.0697,7.5510,-2.4519,-0.0002
1788544491.706227,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0194,0.0283,-0.0444,-0.0030,0.0148,0.0045,-14.0699,7.5512,-2.4520,-0.0006
1788544491.727087,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0196,0.0285,-0.0444,-0.0031,0.0148,0.0045,-14.0701,7.5514,-2.4520,-0.0005
1788544491.747875,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0196,0.0285,-0.0444,-0.0031,0.0148,0.0045,-14.0701,7.5514,-2.4520,-0.0004
1788544491.768583,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0198,0.0287,-0.0443,-0.0033,0.0144,0.0046,-14.0703,7.5516,-2.4519,-0.0007
1788544491.789519,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0198,0.0287,-0.0443,-0.0033,0.0144,0.0046,-14.0703,7.5516,-2.4519,-0.0004
1788544491.810462,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0200,0.0288,-0.0441,-0.0035,0.0140,0.0046,-14.0705,7.5517,-2.4517,-0.0005
1788544491.831207,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0201,0.0288,-0.0438,-0.0037,0.0137,0.0047,-14.0706,7.5517,-2.4514,-0.0006
1788544491.852107,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0201,0.0288,-0.0438,-0.0037,0.0137,0.0047,-14.0706,7.5517,-2.4514,-0.0003
1788544491.872630,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0203,0.0286,-0.0434,-0.0038,0.0129,0.0051,-14.0708,7.5515,-2.4510,-0.0008
1788544491.893599,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0204,0.0284,-0.0431,-0.0039,0.0122,0.0052,-14.0709,7.5513,-2.4507,-0.0005
1788544491.914276,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0204,0.0284,-0.0431,-0.0039,0.0122,0.0052,-14.0709,7.5513,-2.4507,-0.0003
1788544491.934788,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0205,0.0282,-0.0427,-0.0040,0.0114,0.0053,-14.0710,7.5511,-2.4503,-0.0004
1788544491.955575,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0205,0.0282,-0.0427,-0.0040,0.0114,0.0053,-14.0710,7.5511,-2.4503,-0.0004
1788544491.976221,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0206,0.0279,-0.0423,-0.0040,0.0107,0.0056,-14.0711,7.5508,-2.4499,-0.0008
1788544491.997664,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0207,0.0275,-0.0418,-0.0040,0.0097,0.0058,-14.0712,7.5504,-2.4494,-0.0009
1788544492.018921,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0207,0.0275,-0.0418,-0.0040,0.0097,0.0058,-14.0712,7.5504,-2.4494,-0.0003
1788544492.039820,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0207,0.0272,-0.0415,-0.0040,0.0089,0.0061,-14.0712,7.5501,-2.4491,-0.0008
1788544492.061100,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0207,0.0272,-0.0415,-0.0040,0.0089,0.0061,-14.0712,7.5501,-2.4491,-0.0004
1788544492.081794,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0206,0.0269,-0.0413,-0.0038,0.0081,0.0062,-14.0711,7.5498,-2.4489,-0.0016
1788544492.103883,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0205,0.0265,-0.0411,-0.0035,0.0074,0.0063,-14.0710,7.5494,-2.4487,-0.0010
1788544492.125322,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0205,0.0265,-0.0411,-0.0035,0.0074,0.0063,-14.0710,7.5494,-2.4487,-0.0003
1788544492.145862,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0203,0.0262,-0.0409,-0.0032,0.0066,0.0065,-14.0708,7.5491,-2.4485,-0.0003
1788544492.166395,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0203,0.0262,-0.0409,-0.0032,0.0066,0.0065,-14.0708,7.5491,-2.4485,-0.0004
1788544492.187249,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0201,0.0258,-0.0406,-0.0028,0.0058,0.0067,-14.0706,7.5487,-2.4482,-0.0015
1788544492.209137,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0198,0.0256,-0.0405,-0.0025,0.0051,0.0066,-14.0703,7.5485,-2.4481,-0.0005
1788544492.229784,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0198,0.0256,-0.0405,-0.0025,0.0051,0.0066,-14.0703,7.5485,-2.4481,-0.0003
1788544492.250399,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0195,0.0255,-0.0405,-0.0021,0.0046,0.0066,-14.0700,7.5484,-2.4481,-0.0006
1788544492.271396,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0195,0.0255,-0.0405,-0.0021,0.0046,0.0066,-14.0700,7.5484,-2.4481,-0.0003
1788544492.291972,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0191,0.0255,-0.0404,-0.0014,0.0042,0.0065,-14.0696,7.5484,-2.4480,-0.0013
1788544492.313695,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0187,0.0255,-0.0405,-0.0010,0.0038,0.0066,-14.0692,7.5484,-2.4481,-0.0006
1788544492.334589,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0187,0.0255,-0.0405,-0.0010,0.0038,0.0066,-14.0692,7.5484,-2.4481,-0.0004
1788544492.355226,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0182,0.0255,-0.0405,-0.0006,0.0034,0.0066,-14.0687,7.5484,-2.4481,-0.0005
1788544492.376068,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0182,0.0255,-0.0405,-0.0006,0.0034,0.0066,-14.0687,7.5484,-2.4481,-0.0003
1788544492.396649,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0176,0.0256,-0.0407,-0.0001,0.0031,0.0066,-14.0681,7.5485,-2.4483,-0.0009
1788544492.417682,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0171,0.0257,-0.0409,0.0003,0.0030,0.0065,-14.0676,7.5486,-2.4485,-0.0005
1788544492.438385,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0171,0.0257,-0.0409,0.0003,0.0030,0.0065,-14.0676,7.5486,-2.4485,-0.0004
1788544492.459033,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0165,0.0256,-0.0411,0.0007,0.0027,0.0065,-14.0670,7.5485,-2.4487,-0.0004
1788544492.479608,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0165,0.0256,-0.0411,0.0007,0.0027,0.0065,-14.0670,7.5485,-2.4487,-0.0005
1788544492.500273,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0159,0.0256,-0.0412,0.0012,0.0023,0.0064,-14.0664,7.5485,-2.4488,-0.0012
1788544492.521622,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0152,0.0254,-0.0414,0.0017,0.0019,0.0063,-14.0657,7.5483,-2.4490,-0.0005
1788544492.542373,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0152,0.0254,-0.0414,0.0017,0.0019,0.0063,-14.0657,7.5483,-2.4490,-0.0005
1788544492.563159,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0145,0.0253,-0.0415,0.0021,0.0015,0.0063,-14.0650,7.5482,-2.4491,-0.0006
1788544492.584134,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0145,0.0253,-0.0415,0.0021,0.0015,0.0063,-14.0650,7.5482,-2.4491,-0.0004
1788544492.604754,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0138,0.0251,-0.0415,0.0026,0.0011,0.0064,-14.0643,7.5480,-2.4491,-0.0010
1788544492.626006,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0129,0.0247,-0.0413,0.0032,0.0001,0.0066,-14.0634,7.5476,-2.4489,-0.0005
1788544492.646619,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0129,0.0247,-0.0413,0.0032,0.0001,0.0066,-14.0634,7.5476,-2.4489,-0.0003
1788544492.667147,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0122,0.0244,-0.0409,0.0038,-0.0006,0.0068,-14.0627,7.5473,-2.4485,-0.0004
1788544492.687683,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0122,0.0244,-0.0409,0.0038,-0.0006,0.0068,-14.0627,7.5473,-2.4485,-0.0007
1788544492.708712,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0114,0.0240,-0.0403,0.0042,-0.0014,0.0069,-14.0619,7.5469,-2.4479,-0.0006
1788544492.729398,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0107,0.0235,-0.0397,0.0048,-0.0023,0.0070,-14.0612,7.5464,-2.4473,-0.0004
1788544492.750002,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0107,0.0235,-0.0397,0.0048,-0.0023,0.0070,-14.0612,7.5464,-2.4473,-0.0005
1788544492.770694,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0100,0.0230,-0.0390,0.0053,-0.0031,0.0074,-14.0605,7.5459,-2.4466,-0.0009
1788544492.791751,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0100,0.0230,-0.0390,0.0053,-0.0031,0.0074,-14.0605,7.5459,-2.4466,-0.0003
1788544492.812215,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0093,0.0224,-0.0381,0.0057,-0.0042,0.0076,-14.0598,7.5453,-2.4457,-0.0005
1788544492.832932,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0086,0.0216,-0.0370,0.0062,-0.0055,0.0081,-14.0591,7.5445,-2.4446,-0.0006
1788544492.853734,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0086,0.0216,-0.0370,0.0062,-0.0055,0.0081,-14.0591,7.5445,-2.4446,-0.0003
1788544492.874278,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0080,0.0209,-0.0360,0.0065,-0.0064,0.0084,-14.0585,7.5438,-2.4436,-0.0004
1788544492.894912,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0080,0.0209,-0.0360,0.0065,-0.0064,0.0084,-14.0585,7.5438,-2.4436,-0.0002
1788544492.915268,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0075,0.0202,-0.0351,0.0069,-0.0074,0.0086,-14.0580,7.5431,-2.4427,-0.0007
1788544492.936195,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0071,0.0196,-0.0341,0.0073,-0.0083,0.0089,-14.0576,7.5425,-2.4417,-0.0003
1788544492.956714,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0071,0.0196,-0.0341,0.0073,-0.0083,0.0089,-14.0576,7.5425,-2.4417,-0.0004
1788544492.977266,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0067,0.0190,-0.0333,0.0077,-0.0091,0.0091,-14.0572,7.5419,-2.4409,-0.0002
1788544492.997628,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0067,0.0190,-0.0333,0.0077,-0.0091,0.0091,-14.0572,7.5419,-2.4409,-0.0005
1788544493.018244,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0063,0.0185,-0.0326,0.0080,-0.0097,0.0093,-14.0568,7.5414,-2.4402,-0.0007
1788544493.039187,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0060,0.0179,-0.0318,0.0084,-0.0103,0.0093,-14.0565,7.5408,-2.4394,-0.0004
1788544493.059758,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0060,0.0179,-0.0318,0.0084,-0.0103,0.0093,-14.0565,7.5408,-2.4394,-0.0002
1788544493.080174,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0057,0.0175,-0.0312,0.0087,-0.0108,0.0093,-14.0562,7.5404,-2.4388,-0.0005
1788544493.100936,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0057,0.0175,-0.0312,0.0087,-0.0108,0.0093,-14.0562,7.5404,-2.4388,-0.0003
1788544493.121364,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0172,-0.0308,0.0090,-0.0112,0.0092,-14.0560,7.5401,-2.4384,-0.0015
1788544493.143276,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0168,-0.0303,0.0091,-0.0116,0.0092,-14.0558,7.5397,-2.4379,-0.0005
1788544493.163980,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0168,-0.0303,0.0091,-0.0116,0.0092,-14.0558,7.5397,-2.4379,-0.0005
1788544493.184704,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0051,0.0165,-0.0300,0.0092,-0.0120,0.0092,-14.0556,7.5394,-2.4376,-0.0005
1788544493.205426,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0051,0.0165,-0.0300,0.0092,-0.0120,0.0092,-14.0556,7.5394,-2.4376,-0.0004
1788544493.226028,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0051,0.0161,-0.0296,0.0092,-0.0124,0.0091,-14.0556,7.5390,-2.4372,-0.0009
1788544493.247175,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0052,0.0158,-0.0295,0.0091,-0.0127,0.0088,-14.0557,7.5387,-2.4371,-0.0004
1788544493.267780,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0052,0.0158,-0.0295,0.0091,-0.0127,0.0088,-14.0557,7.5387,-2.4371,-0.0003
1788544493.288389,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0054,0.0156,-0.0294,0.0089,-0.0130,0.0084,-14.0559,7.5385,-2.4370,-0.0006
1788544493.309391,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0153,-0.0294,0.0088,-0.0133,0.0082,-14.0560,7.5382,-2.4370,-0.0005
1788544493.330555,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0153,-0.0294,0.0088,-0.0133,0.0082,-14.0560,7.5382,-2.4370,-0.0005
1788544493.351377,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0056,0.0151,-0.0294,0.0086,-0.0136,0.0078,-14.0561,7.5380,-2.4370,-0.0004
1788544493.371973,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0056,0.0151,-0.0294,0.0086,-0.0136,0.0078,-14.0561,7.5380,-2.4370,-0.0002
1788544493.392416,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0056,0.0148,-0.0294,0.0087,-0.0140,0.0076,-14.0561,7.5377,-2.4370,-0.0005
1788544493.413224,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0145,-0.0294,0.0087,-0.0147,0.0073,-14.0560,7.5374,-2.4370,-0.0004
1788544493.433910,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0145,-0.0294,0.0087,-0.0147,0.0073,-14.0560,7.5374,-2.4370,-0.0003
1788544493.454448,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0142,-0.0293,0.0088,-0.0152,0.0072,-14.0560,7.5371,-2.4369,-0.0004
1788544493.475093,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0055,0.0142,-0.0293,0.0088,-0.0152,0.0072,-14.0560,7.5371,-2.4369,-0.0004
1788544493.495696,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0054,0.0138,-0.0292,0.0091,-0.0157,0.0070,-14.0559,7.5367,-2.4368,-0.0006
1788544493.516671,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0134,-0.0291,0.0092,-0.0163,0.0068,-14.0558,7.5363,-2.4367,-0.0007
1788544493.537980,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0134,-0.0291,0.0092,-0.0163,0.0068,-14.0558,7.5363,-2.4367,-0.0008
1788544493.559213,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0130,-0.0291,0.0093,-0.0169,0.0066,-14.0558,7.5359,-2.4367,-0.0006
1788544493.580122,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0130,-0.0291,0.0093,-0.0169,0.0066,-14.0558,7.5359,-2.4367,-0.0005
1788544493.600900,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0125,-0.0291,0.0095,-0.0176,0.0064,-14.0558,7.5354,-2.4367,-0.0005
1788544493.621782,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0053,0.0120,-0.0291,0.0098,-0.0181,0.0061,-14.0558,7.5349,-2.4367,-0.0008
