frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,consecutive_low_inliers,failure_triggered,rel_tx,rel_ty,rel_tz,rel_rot_deg
0,7,196000000,7.196000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,0.0,0.0,0.0,0.00
1,7,228000000,7.228000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0004,0.0167,2,False,0.0,0.0,0.0,0.00
2,7,264000000,7.264000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0036,0.0119,3,False,0.0,0.0,0.0,0.00
3,7,296000000,7.296000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0134,4,False,0.0,0.0,0.0,0.00
4,7,328000000,7.328000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0099,5,False,0.0,0.0,0.0,0.00
5,7,360000000,7.360000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0148,6,False,0.0,0.0,0.0,0.00
6,7,396000000,7.396000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0102,7,False,0.0,0.0,0.0,0.00
7,7,428000000,7.428000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0248,8,False,0.0,0.0,0.0,0.00
8,7,460000000,7.460000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0019,0.0101,9,False,0.0,0.0,0.0,0.00
9,7,492000000,7.492000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0108,10,True,0.0,0.0,0.0,0.00
10,7,528000000,7.528000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0094,11,True,0.0,0.0,0.0,0.00
11,7,560000000,7.560000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0019,0.0105,12,True,0.0,0.0,0.0,0.00
12,7,592000000,7.592000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0171,13,True,0.0,0.0,0.0,0.00
13,7,624000000,7.624000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0027,0.0183,14,True,0.0,0.0,0.0,0.00
14,7,660000000,7.660000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0020,0.0172,15,True,0.0,0.0,0.0,0.00
15,7,692000000,7.692000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0104,16,True,0.0,0.0,0.0,0.00
16,7,724000000,7.724000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0339,17,True,0.0,0.0,0.0,0.00
17,7,756000000,7.756000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0004,0.0207,18,True,0.0,0.0,0.0,0.00
18,7,792000000,7.792000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0036,0.0131,19,True,0.0,0.0,0.0,0.00
19,7,824000000,7.824000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0134,20,True,0.0,0.0,0.0,0.00
20,7,856000000,7.856000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0136,21,True,0.0,0.0,0.0,0.00
21,7,888000000,7.888000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0109,22,True,0.0,0.0,0.0,0.00
22,7,924000000,7.924000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0030,0.0235,23,True,0.0,0.0,0.0,0.00
