timestamp_total_sec,maneuver_state,maneuver_time_sec,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,cmd_thrust,cmd_q_w,cmd_q_x,cmd_q_y,cmd_q_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_error_x,pos_error_y,pos_error_z,telem_age_sec
1788544556.604680,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0459,0.0110,-0.0181,-0.0143,0.0072,-0.0170,-14.0964,7.5339,-2.4257,-0.0037
1788544556.628561,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0459,0.0110,-0.0181,-0.0143,0.0072,-0.0170,-14.0964,7.5339,-2.4257,-0.0002
1788544556.649426,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0387,0.0193,-0.0185,-0.0066,0.0122,-0.0158,-14.0892,7.5422,-2.4261,-0.0013
1788544556.671042,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0383,0.0201,-0.0186,-0.0063,0.0124,-0.0158,-14.0888,7.5430,-2.4262,-0.0005
1788544556.691828,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0383,0.0201,-0.0186,-0.0063,0.0124,-0.0158,-14.0888,7.5430,-2.4262,-0.0004
1788544556.712450,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0378,0.0209,-0.0186,-0.0059,0.0127,-0.0156,-14.0883,7.5438,-2.4262,-0.0004
1788544556.733080,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0373,0.0216,-0.0187,-0.0054,0.0130,-0.0154,-14.0878,7.5445,-2.4263,-0.0003
1788544556.753595,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0373,0.0216,-0.0187,-0.0054,0.0130,-0.0154,-14.0878,7.5445,-2.4263,-0.0002
1788544556.773989,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0369,0.0223,-0.0188,-0.0051,0.0131,-0.0153,-14.0874,7.5452,-2.4264,-0.0004
1788544556.794600,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0369,0.0223,-0.0188,-0.0051,0.0131,-0.0153,-14.0874,7.5452,-2.4264,-0.0003
1788544556.815048,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0365,0.0229,-0.0188,-0.0046,0.0132,-0.0152,-14.0870,7.5458,-2.4264,-0.0005
1788544556.835899,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0360,0.0237,-0.0187,-0.0043,0.0136,-0.0148,-14.0865,7.5466,-2.4263,-0.0008
1788544556.857064,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0360,0.0237,-0.0187,-0.0043,0.0136,-0.0148,-14.0865,7.5466,-2.4263,-0.0003
1788544556.877563,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0357,0.0243,-0.0185,-0.0041,0.0138,-0.0145,-14.0862,7.5472,-2.4261,-0.0004
1788544556.898153,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0357,0.0243,-0.0185,-0.0041,0.0138,-0.0145,-14.0862,7.5472,-2.4261,-0.0009
1788544556.919440,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0355,0.0248,-0.0184,-0.0040,0.0139,-0.0143,-14.0860,7.5477,-2.4260,-0.0010
1788544556.940776,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0353,0.0253,-0.0182,-0.0039,0.0141,-0.0141,-14.0858,7.5482,-2.4258,-0.0004
1788544556.961454,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0353,0.0253,-0.0182,-0.0039,0.0141,-0.0141,-14.0858,7.5482,-2.4258,-0.0003
1788544556.981967,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0352,0.0257,-0.0181,-0.0038,0.0141,-0.0140,-14.0857,7.5486,-2.4257,-0.0004
1788544557.002583,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0352,0.0257,-0.0181,-0.0038,0.0141,-0.0140,-14.0857,7.5486,-2.4257,-0.0002
1788544557.023005,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0350,0.0260,-0.0180,-0.0036,0.0141,-0.0138,-14.0855,7.5489,-2.4256,-0.0005
1788544557.043660,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0349,0.0263,-0.0177,-0.0034,0.0141,-0.0133,-14.0854,7.5492,-2.4253,-0.0002
1788544557.064107,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,-0.0349,0.0263,-0.0177,-0.0034,0.0141,-0.0133,-14.0854,7.5492,-2.4253,-0.0002
