frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,consecutive_low_inliers,failure_triggered,rel_tx,rel_ty,rel_tz,rel_rot_deg
13,7,824000000,7.824000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0324,14,True,0.0,0.0,0.0,0.00
14,7,856000000,7.856000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0227,15,True,0.0,0.0,0.0,0.00
15,7,888000000,7.888000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0121,16,True,0.0,0.0,0.0,0.00
16,7,924000000,7.924000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0131,17,True,0.0,0.0,0.0,0.00
17,7,956000000,7.956000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0098,18,True,0.0,0.0,0.0,0.00
18,7,988000000,7.988000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0111,19,True,0.0,0.0,0.0,0.00
19,8,20000000,8.020000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0113,20,True,0.0,0.0,0.0,0.00
20,8,56000000,8.056000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0197,21,True,0.0,0.0,0.0,0.00
21,8,88000000,8.088000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0124,22,True,0.0,0.0,0.0,0.00
22,8,120000000,8.120000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0027,0.0126,23,True,0.0,0.0,0.0,0.00
23,8,152000000,8.152000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0021,0.0100,24,True,0.0,0.0,0.0,0.00
24,8,188000000,8.188000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0122,25,True,0.0,0.0,0.0,0.00
25,8,220000000,8.220000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0036,0.0121,26,True,0.0,0.0,0.0,0.00
26,8,252000000,8.252000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0096,27,True,0.0,0.0,0.0,0.00
27,8,284000000,8.284000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0085,28,True,0.0,0.0,0.0,0.00
28,8,320000000,8.320000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0041,0.0162,29,True,0.0,0.0,0.0,0.00
29,8,352000000,8.352000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0104,30,True,0.0,0.0,0.0,0.00
30,8,384000000,8.384000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0067,31,True,0.0,0.0,0.0,0.00
31,8,416000000,8.416000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0116,32,True,0.0,0.0,0.0,0.00
32,8,452000000,8.452000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0101,33,True,0.0,0.0,0.0,0.00
33,8,484000000,8.484000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0088,34,True,0.0,0.0,0.0,0.00
34,8,516000000,8.516000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0094,35,True,0.0,0.0,0.0,0.00
35,8,548000000,8.548000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0147,36,True,0.0,0.0,0.0,0.00
36,8,584000000,8.584000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0098,37,True,0.0,0.0,0.0,0.00
37,8,616000000,8.616000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0021,0.0144,38,True,0.0,0.0,0.0,0.00
38,8,648000000,8.648000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0098,39,True,0.0,0.0,0.0,0.00
39,8,680000000,8.680000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0092,40,True,0.0,0.0,0.0,0.00
40,8,716000000,8.716000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0076,41,True,0.0,0.0,0.0,0.00
41,8,748000000,8.748000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0034,0.0117,42,True,0.0,0.0,0.0,0.00
42,8,780000000,8.780000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0091,43,True,0.0,0.0,0.0,0.00
43,8,812000000,8.812000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0094,44,True,0.0,0.0,0.0,0.00
44,8,848000000,8.848000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0232,45,True,0.0,0.0,0.0,0.00
45,8,880000000,8.880000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0084,46,True,0.0,0.0,0.0,0.00
46,8,912000000,8.912000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0153,47,True,0.0,0.0,0.0,0.00
47,8,944000000,8.944000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0083,48,True,0.0,0.0,0.0,0.00
48,8,980000000,8.980000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0111,49,True,0.0,0.0,0.0,0.00
49,9,12000000,9.012000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0089,50,True,0.0,0.0,0.0,0.00
50,9,44000000,9.044000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0107,51,True,0.0,0.0,0.0,0.00
51,9,76000000,9.076000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0093,52,True,0.0,0.0,0.0,0.00
52,9,112000000,9.112000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0110,53,True,0.0,0.0,0.0,0.00
53,9,144000000,9.144000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0109,54,True,0.0,0.0,0.0,0.00
54,9,176000000,9.176000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0029,0.0130,55,True,0.0,0.0,0.0,0.00
55,9,208000000,9.208000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0137,56,True,0.0,0.0,0.0,0.00
56,9,244000000,9.244000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0004,0.0102,57,True,0.0,0.0,0.0,0.00
57,9,276000000,9.276000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0035,0.0124,58,True,0.0,0.0,0.0,0.00
58,9,308000000,9.308000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0091,59,True,0.0,0.0,0.0,0.00
59,9,340000000,9.340000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0086,60,True,0.0,0.0,0.0,0.00
60,9,376000000,9.376000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0075,61,True,0.0,0.0,0.0,0.00
61,9,408000000,9.408000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0082,62,True,0.0,0.0,0.0,0.00
62,9,440000000,9.440000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0126,63,True,0.0,0.0,0.0,0.00
63,9,472000000,9.472000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0021,0.0131,64,True,0.0,0.0,0.0,0.00
64,9,508000000,9.508000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0085,65,True,0.0,0.0,0.0,0.00
65,9,540000000,9.540000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0123,66,True,0.0,0.0,0.0,0.00
66,9,572000000,9.572000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0016,0.0116,67,True,0.0,0.0,0.0,0.00
67,9,604000000,9.604000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0106,68,True,0.0,0.0,0.0,0.00
68,9,672000000,9.672000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0115,69,True,0.0,0.0,0.0,0.00
69,9,736000000,9.736000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0050,0.0343,70,True,0.0,0.0,0.0,0.00
70,9,772000000,9.772000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0009,0.0150,71,True,0.0,0.0,0.0,0.00
71,9,804000000,9.804000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0092,72,True,0.0,0.0,0.0,0.00
72,9,868000000,9.868000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0039,0.0125,73,True,0.0,0.0,0.0,0.00
73,9,936000000,9.936000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0035,0.0136,74,True,0.0,0.0,0.0,0.00
74,9,968000000,9.968000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0144,75,True,0.0,0.0,0.0,0.00
75,10,0,10.000000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0110,76,True,0.0,0.0,0.0,0.00
76,10,36000000,10.036000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0148,77,True,0.0,0.0,0.0,0.00
77,10,100000000,10.100000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0034,0.0190,78,True,0.0,0.0,0.0,0.00
78,10,168000000,10.168000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0040,0.0117,79,True,0.0,0.0,0.0,0.00
79,10,232000000,10.232000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0034,0.0118,80,True,0.0,0.0,0.0,0.00
80,10,300000000,10.300000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0102,81,True,0.0,0.0,0.0,0.00
81,10,332000000,10.332000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0124,82,True,0.0,0.0,0.0,0.00
82,10,396000000,10.396000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0040,0.0139,83,True,0.0,0.0,0.0,0.00
83,10,432000000,10.432000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0097,84,True,0.0,0.0,0.0,0.00
84,10,464000000,10.464000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0090,85,True,0.0,0.0,0.0,0.00
85,10,496000000,10.496000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0021,0.0092,86,True,0.0,0.0,0.0,0.00
86,10,528000000,10.528000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0016,0.0090,87,True,0.0,0.0,0.0,0.00
87,10,564000000,10.564000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0101,88,True,0.0,0.0,0.0,0.00
88,10,628000000,10.628000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0311,89,True,0.0,0.0,0.0,0.00
89,10,660000000,10.660000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0032,0.0105,90,True,0.0,0.0,0.0,0.00
90,10,696000000,10.696000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0084,91,True,0.0,0.0,0.0,0.00
91,10,728000000,10.728000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0062,92,True,0.0,0.0,0.0,0.00
92,10,760000000,10.760000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0094,93,True,0.0,0.0,0.0,0.00
93,10,792000000,10.792000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0038,0.0103,94,True,0.0,0.0,0.0,0.00
94,10,860000000,10.860000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0020,0.0093,95,True,0.0,0.0,0.0,0.00
95,10,924000000,10.924000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0042,0.0138,96,True,0.0,0.0,0.0,0.00
96,10,992000000,10.992000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0034,0.0142,97,True,0.0,0.0,0.0,0.00
97,11,56000000,11.056000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0030,0.0100,98,True,0.0,0.0,0.0,0.00
98,11,124000000,11.124000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0038,0.0129,99,True,0.0,0.0,0.0,0.00
99,11,156000000,11.156000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0004,0.0116,100,True,0.0,0.0,0.0,0.00
100,11,188000000,11.188000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0031,0.0118,101,True,0.0,0.0,0.0,0.00
101,11,224000000,11.224000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0027,0.0154,102,True,0.0,0.0,0.0,0.00
102,11,288000000,11.288000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0108,103,True,0.0,0.0,0.0,0.00
103,11,320000000,11.320000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0097,104,True,0.0,0.0,0.0,0.00
104,11,356000000,11.356000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0185,105,True,0.0,0.0,0.0,0.00
105,11,388000000,11.388000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0093,106,True,0.0,0.0,0.0,0.00
106,11,452000000,11.452000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,1999,7,0.0035,0.9995,2.1134,144.5876,0,True,0.0,0.0,0.0,0.00
107,11,488000000,11.488000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1999,1968,12,0.0061,0.9845,3.7090,164.3694,0,True,0.7298489042084918,0.6604929680872693,-0.17626575428293845,0.00
108,11,552000000,11.552000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,True,0.0,0.0,0.0,0.00
109,11,620000000,11.620000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,2000,2000,0,0.0000,1.0000,0.0378,14.7725,2,True,0.0,0.0,0.0,0.00
110,11,652000000,11.652000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,2000,1989,1,0.0005,0.9945,2.8814,190.8120,3,True,0.0,0.0,0.0,0.00
111,11,716000000,11.716000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1989,1973,4,0.0020,0.9920,2.9129,118.5136,4,True,0.0,0.0,0.0,0.00
112,11,752000000,11.752000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1973,1941,2,0.0010,0.9838,0.3942,46.8317,5,True,0.0,0.0,0.0,0.00
113,11,816000000,11.816000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1941,1941,0,0.0000,1.0000,0.0027,0.2989,6,True,0.0,0.0,0.0,0.00
114,11,884000000,11.884000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1941,1941,3,0.0015,1.0000,1.6714,205.4828,7,True,0.0,0.0,0.0,0.00
115,11,948000000,11.948000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1941,1901,5,0.0026,0.9794,0.3781,115.7400,0,True,0.0,0.0,0.0,0.00
116,12,16000000,12.016000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1901,1901,0,0.0000,1.0000,0.0034,0.0163,1,True,0.0,0.0,0.0,0.00
117,12,80000000,12.080000000,0.7298489042084918,0.6604929680872693,-0.17626575428293845,3.952384955271533e-06,-1.5346881735364409e-06,2.673024937806775e-07,0.999999999990976,1901,1901,4,0.0021,1.0000,0.6370,119.8973,2,True,0.0,0.0,0.0,0.00
118,12,112000000,12.112000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,1901,1900,9,0.0047,0.9995,3.3782,134.6977,0,True,0.17645635972608179,0.29865783076718905,-0.9379054607121428,0.00
119,12,180000000,12.180000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,True,0.0,0.0,0.0,0.00
120,12,212000000,12.212000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,2000,2000,0,0.0000,1.0000,0.0004,0.0076,2,True,0.0,0.0,0.0,0.00
121,12,280000000,12.280000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,2000,1999,3,0.0015,0.9995,2.7025,144.9396,3,True,0.0,0.0,0.0,0.00
122,12,312000000,12.312000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,1999,1974,4,0.0020,0.9875,3.7608,126.5935,4,True,0.0,0.0,0.0,0.00
123,12,376000000,12.376000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,1974,1951,1,0.0005,0.9883,0.4319,81.0313,5,True,0.0,0.0,0.0,0.00
124,12,412000000,12.412000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,1951,1951,0,0.0000,1.0000,0.0023,0.0110,6,True,0.0,0.0,0.0,0.00
125,12,476000000,12.476000000,0.9063079830489833,0.9591583071050283,-1.1141683125288218,2.1058522792502472e-05,-2.5465267068111977e-05,-4.712086111647323e-06,0.9999999994429275,1951,1951,4,0.0021,1.0000,1.0593,72.9507,7,True,0.0,0.0,0.0,0.00
126,12,544000000,12.544000000,1.776482949290134,1.128785328753998,-0.6515429763725402,1.5733398695492185e-05,-2.9621065883866545e-05,-6.781548571903232e-06,0.9999999994145317,1951,1941,10,0.0052,0.9949,3.4695,107.9418,0,True,0.8701969279613829,0.16965470575983688,0.4625738723491795,0.00
127,12,608000000,12.608000000,1.776482949290134,1.128785328753998,-0.6515429763725402,1.5733398695492185e-05,-2.9621065883866545e-05,-6.781548571903232e-06,0.9999999994145317,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,True,0.0,0.0,0.0,0.00
128,12,676000000,12.676000000,1.776482949290134,1.128785328753998,-0.6515429763725402,1.5733398695492185e-05,-2.9621065883866545e-05,-6.781548571903232e-06,0.9999999994145317,2000,2000,1,0.0005,1.0000,0.3224,61.2538,2,True,0.0,0.0,0.0,0.00
129,12,740000000,12.740000000,0.941493544103086,0.9191721220128439,-1.1603209208483896,1.3695577377477656e-05,-2.8389762112695338e-05,-6.066549022068895e-06,0.9999999994848248,2000,1990,11,0.0055,0.9950,2.3274,122.2672,0,True,-0.8350167014267734,-0.20964054069912222,-0.5087218808285432,0.00
130,12,772000000,12.772000000,0.941493544103086,0.9191721220128439,-1.1603209208483896,1.3695577377477656e-05,-2.8389762112695338e-05,-6.066549022068895e-06,0.9999999994848248,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,True,0.0,0.0,0.0,0.00
131,12,840000000,12.840000000,0.941493544103086,0.9191721220128439,-1.1603209208483896,1.3695577377477656e-05,-2.8389762112695338e-05,-6.066549022068895e-06,0.9999999994848248,2000,2000,0,0.0000,1.0000,0.0199,15.2294,2,True,0.0,0.0,0.0,0.00
132,12,904000000,12.904000000,0.941493544103086,0.9191721220128439,-1.1603209208483896,1.3695577377477656e-05,-2.8389762112695338e-05,-6.066549022068895e-06,0.9999999994848248,2000,2000,2,0.0010,1.0000,1.2342,139.3169,3,True,0.0,0.0,0.0,0.00
133,12,940000000,12.940000000,0.16607482025605358,0.9140973243212981,-1.7917479151524263,9.828558100380083e-06,-2.9870451797755034e-05,-6.223476576875811e-06,0.999999999486212,2000,1974,10,0.0051,0.9870,3.8459,149.4746,0,True,-0.7754545129824275,-0.005101501049685856,-0.6313828260114667,0.00
134,13,4000000,13.004000000,0.16607482025605358,0.9140973243212981,-1.7917479151524263,9.828558100380083e-06,-2.9870451797755034e-05,-6.223476576875811e-06,0.999999999486212,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,True,0.0,0.0,0.0,0.00
135,13,36000000,13.036000000,0.16607482025605358,0.9140973243212981,-1.7917479151524263,9.828558100380083e-06,-2.9870451797755034e-05,-6.223476576875811e-06,0.999999999486212,2000,2000,0,0.0000,1.0000,0.0023,0.0109,2,True,0.0,0.0,0.0,0.00
