frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,inlier_ratio,rel_tx,rel_ty,rel_tz,rel_rot_deg
0,49,204000000,49.204000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,0,0,0.0000,0.0,0.0,0.0,0.00
1,49,240000000,49.240000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
2,49,272000000,49.272000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
3,49,304000000,49.304000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
4,49,336000000,49.336000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
5,49,372000000,49.372000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
6,49,404000000,49.404000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
7,49,436000000,49.436000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
8,49,504000000,49.504000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
9,49,568000000,49.568000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
10,49,636000000,49.636000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
11,49,700000000,49.700000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
12,49,732000000,49.732000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
13,49,800000000,49.800000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
14,49,864000000,49.864000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
15,49,964000000,49.964000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
16,50,32000000,50.032000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
17,50,96000000,50.096000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
18,50,164000000,50.164000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
19,50,196000000,50.196000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
20,50,296000000,50.296000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
21,50,360000000,50.360000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
22,50,428000000,50.428000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
23,50,460000000,50.460000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
24,50,524000000,50.524000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
25,50,592000000,50.592000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
26,50,656000000,50.656000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
27,50,724000000,50.724000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
28,50,788000000,50.788000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
29,50,856000000,50.856000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
30,50,920000000,50.920000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
31,50,988000000,50.988000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
32,51,52000000,51.052000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
33,51,120000000,51.120000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
34,51,184000000,51.184000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
35,51,252000000,51.252000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
36,51,316000000,51.316000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
37,51,384000000,51.384000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
38,51,416000000,51.416000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
39,51,484000000,51.484000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
40,51,516000000,51.516000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
41,51,580000000,51.580000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
42,51,680000000,51.680000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
43,51,712000000,51.712000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
44,51,812000000,51.812000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
45,51,880000000,51.880000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
46,51,944000000,51.944000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
47,52,12000000,52.012000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
48,52,76000000,52.076000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
49,52,108000000,52.108000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
50,52,176000000,52.176000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
51,52,276000000,52.276000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
52,52,340000000,52.340000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
53,52,408000000,52.408000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
54,52,472000000,52.472000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
55,52,540000000,52.540000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
56,52,572000000,52.572000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
57,52,672000000,52.672000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
58,52,736000000,52.736000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
59,52,768000000,52.768000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
60,52,836000000,52.836000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
61,52,900000000,52.900000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
62,52,968000000,52.968000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
63,53,32000000,53.032000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
64,53,68000000,53.068000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
65,53,132000000,53.132000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
66,53,164000000,53.164000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
67,53,232000000,53.232000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
68,53,296000000,53.296000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
69,53,396000000,53.396000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,0.0,0.0,0.0,0.00
