timestamp_total_sec,maneuver_state,maneuver_time_sec,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,cmd_thrust,cmd_q_w,cmd_q_x,cmd_q_y,cmd_q_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_error_x,pos_error_y,pos_error_z,telem_age_sec
1788544751.637107,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0190,0.0293,-0.0281,0.0010,0.0058,-0.0065,-14.0315,7.5522,-2.4357,-0.0035
1788544751.660872,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0190,0.0293,-0.0281,0.0010,0.0058,-0.0065,-14.0315,7.5522,-2.4357,-0.0002
1788544751.681302,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0188,0.0249,-0.0258,0.0020,0.0006,-0.0036,-14.0317,7.5478,-2.4334,-0.0004
1788544751.701878,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0188,0.0249,-0.0258,0.0020,0.0006,-0.0036,-14.0317,7.5478,-2.4334,-0.0002
1788544751.722334,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0187,0.0245,-0.0254,0.0018,0.0003,-0.0034,-14.0318,7.5474,-2.4330,-0.0003
1788544751.742762,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0185,0.0242,-0.0250,0.0015,0.0001,-0.0030,-14.0320,7.5471,-2.4326,-0.0003
1788544751.763364,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0185,0.0242,-0.0250,0.0015,0.0001,-0.0030,-14.0320,7.5471,-2.4326,-0.0002
1788544751.783758,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0183,0.0240,-0.0247,0.0011,-0.0001,-0.0028,-14.0322,7.5469,-2.4323,-0.0004
1788544751.804420,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0183,0.0240,-0.0247,0.0011,-0.0001,-0.0028,-14.0322,7.5469,-2.4323,-0.0002
1788544751.824884,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0179,0.0237,-0.0246,0.0007,-0.0001,-0.0028,-14.0326,7.5466,-2.4322,-0.0011
1788544751.846342,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0175,0.0235,-0.0246,0.0002,-0.0001,-0.0029,-14.0330,7.5464,-2.4322,-0.0003
1788544751.867018,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0175,0.0235,-0.0246,0.0002,-0.0001,-0.0029,-14.0330,7.5464,-2.4322,-0.0002
1788544751.887397,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0172,0.0234,-0.0245,-0.0003,-0.0001,-0.0029,-14.0333,7.5463,-2.4321,-0.0005
1788544751.908046,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0172,0.0234,-0.0245,-0.0003,-0.0001,-0.0029,-14.0333,7.5463,-2.4321,-0.0003
1788544751.928564,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0169,0.0233,-0.0246,-0.0007,-0.0001,-0.0029,-14.0336,7.5462,-2.4322,-0.0017
1788544751.950706,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0166,0.0232,-0.0247,-0.0012,0.0001,-0.0030,-14.0339,7.5461,-2.4323,-0.0005
1788544751.971776,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0166,0.0232,-0.0247,-0.0012,0.0001,-0.0030,-14.0339,7.5461,-2.4323,-0.0003
1788544751.992357,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0165,0.0232,-0.0249,-0.0015,0.0002,-0.0030,-14.0340,7.5461,-2.4325,-0.0005
1788544752.013151,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0163,0.0231,-0.0250,-0.0016,0.0004,-0.0031,-14.0342,7.5460,-2.4326,-0.0005
1788544752.033844,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0163,0.0231,-0.0250,-0.0016,0.0004,-0.0031,-14.0342,7.5460,-2.4326,-0.0006
1788544752.054663,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0164,0.0230,-0.0250,-0.0016,0.0005,-0.0032,-14.0341,7.5459,-2.4326,-0.0003
1788544752.075267,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0164,0.0230,-0.0250,-0.0016,0.0005,-0.0032,-14.0341,7.5459,-2.4326,-0.0002
1788544752.095717,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0165,0.0229,-0.0250,-0.0017,0.0004,-0.0030,-14.0340,7.5458,-2.4326,-0.0005
1788544752.116547,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0167,0.0228,-0.0247,-0.0019,0.0003,-0.0029,-14.0338,7.5457,-2.4323,-0.0003
1788544752.137043,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0167,0.0228,-0.0247,-0.0019,0.0003,-0.0029,-14.0338,7.5457,-2.4323,-0.0002
1788544752.157429,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0169,0.0226,-0.0244,-0.0018,0.0002,-0.0026,-14.0336,7.5455,-2.4320,-0.0003
1788544752.178174,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0169,0.0226,-0.0244,-0.0018,0.0002,-0.0026,-14.0336,7.5455,-2.4320,-0.0002
1788544752.198614,CLIMB,0.000,0.00,0.00,0.00,0.65,1.0,0.0,0.0,0.0,0.0172,0.0223,-0.0241,-0.0017,-0.0001,-0.0025,-14.0333,7.5452,-2.4317,-0.0007
