frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,consecutive_low_inliers,failure_triggered_streak,window_low_inlier_pct,failure_triggered_window,rel_tx,rel_ty,rel_tz,rel_rot_deg
0,8,845000000,8.845000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,100.00,True,0.0,0.0,0.0,0.00
1,8,878000000,8.878000000,0.146345252672152,-0.9892060552681498,0.007378837384719804,5.418073664091698e-06,4.719658354721009e-07,-3.228233252997757e-05,0.9999999994641364,2000,1615,55,0.0341,0.8075,23.7212,777.4888,0,False,50.00,True,0.146345252672152,-0.9892060552681498,0.007378837384719804,0.00
2,8,911000000,8.911000000,0.146345252672152,-0.9892060552681498,0.007378837384719804,5.418073664091698e-06,4.719658354721009e-07,-3.228233252997757e-05,0.9999999994641364,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,66.67,True,0.0,0.0,0.0,0.00
3,8,944000000,8.944000000,0.146345252672152,-0.9892060552681498,0.007378837384719804,5.418073664091698e-06,4.719658354721009e-07,-3.228233252997757e-05,0.9999999994641364,2000,2000,0,0.0000,1.0000,0.0118,0.6947,2,False,75.00,True,0.0,0.0,0.0,0.00
4,8,977000000,8.977000000,0.8201947964493802,-1.7263244341456945,0.05820489243684621,-0.00016910418827700127,-0.00011206863789137413,0.00019991928227370095,0.9999999594383364,2000,2000,14,0.0070,1.0000,0.0690,8.3255,0,False,60.00,True,0.6738970861757684,-0.7370743196673042,0.05083467842713108,0.04
5,9,10000000,9.010000000,0.8201947964493802,-1.7263244341456945,0.05820489243684621,-0.00016910418827700127,-0.00011206863789137413,0.00019991928227370095,0.9999999594383364,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,66.67,True,0.0,0.0,0.0,0.00
6,9,43000000,9.043000000,0.4711652370048304,-0.7999799623355135,-0.08344356742297826,-0.00018180407115310412,-0.00010488266299389282,0.00020177192934402063,0.9999999576174967,2000,1859,26,0.0140,0.9295,14.8544,411.7811,0,False,57.14,True,-0.3486908385590003,0.9265318000666624,-0.14125693813137694,0.00
7,9,76000000,9.076000000,0.4711652370048304,-0.7999799623355135,-0.08344356742297826,-0.00018180407115310412,-0.00010488266299389282,0.00020177192934402063,0.9999999576174967,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,62.50,True,0.0,0.0,0.0,0.00
8,9,109000000,9.109000000,-0.270364622873834,-1.3273521070078598,-0.49818696752962144,-0.00018212952264506715,-0.0001048501208678663,0.00020168701535995296,0.9999999575788177,2000,1833,18,0.0098,0.9165,42.5317,1013.6421,0,False,55.56,True,-0.7418295894322361,-0.5269220337155727,-0.41477949639277606,0.00
9,9,142000000,9.142000000,-0.270364622873834,-1.3273521070078598,-0.49818696752962144,-0.00018212952264506715,-0.0001048501208678663,0.00020168701535995296,0.9999999575788177,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,60.00,True,0.0,0.0,0.0,0.00
10,9,175000000,9.175000000,-0.270364622873834,-1.3273521070078598,-0.49818696752962144,-0.00018212952264506715,-0.0001048501208678663,0.00020168701535995296,0.9999999575788177,2000,2000,0,0.0000,1.0000,0.0101,0.7407,2,False,63.64,True,0.0,0.0,0.0,0.00
11,9,208000000,9.208000000,-0.270364622873834,-1.3273521070078598,-0.49818696752962144,-0.00018212952264506715,-0.0001048501208678663,0.00020168701535995296,0.9999999575788177,2000,2000,0,0.0000,1.0000,0.0118,0.7473,3,False,66.67,True,0.0,0.0,0.0,0.00
12,9,241000000,9.241000000,-0.270364622873834,-1.3273521070078598,-0.49818696752962144,-0.00018212952264506715,-0.0001048501208678663,0.00020168701535995296,0.9999999575788177,2000,1939,1,0.0005,0.9695,1.3679,334.8358,4,False,69.23,True,0.0,0.0,0.0,0.00
13,9,274000000,9.274000000,0.014481795045371948,-0.3899565498018508,-0.29780710943746247,-0.0001553770927562267,-7.324763910003258e-05,1.9251171628293574e-05,0.9999999850610674,1939,1816,54,0.0297,0.9366,22.9751,844.5598,0,False,64.29,True,0.28526655027404774,0.9372075313435383,0.20066150225614968,0.02
14,9,307000000,9.307000000,0.014481795045371948,-0.3899565498018508,-0.29780710943746247,-0.0001553770927562267,-7.324763910003258e-05,1.9251171628293574e-05,0.9999999850610674,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,66.67,True,0.0,0.0,0.0,0.00
15,9,340000000,9.340000000,0.40475012902790336,-1.2979900901685055,-0.14560422819108804,-0.00015537507505922093,-7.324225175839716e-05,1.928145673417589e-05,0.9999999850611919,2000,1998,27,0.0135,0.9990,7.3603,356.8961,0,False,62.50,True,0.39025564351086633,-0.9080958113228125,0.1518635248039582,0.00
