frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,filename,width,height
0,5,842000000,5.842000000,frame_0000.png,1280,960
1,5,875000000,5.875000000,frame_0001.png,1280,960
2,5,908000000,5.908000000,frame_0002.png,1280,960
3,5,941000000,5.941000000,frame_0003.png,1280,960
4,5,974000000,5.974000000,frame_0004.png,1280,960
5,6,7000000,6.007000000,frame_0005.png,1280,960
6,6,40000000,6.040000000,frame_0006.png,1280,960
7,6,73000000,6.073000000,frame_0007.png,1280,960
8,6,106000000,6.106000000,frame_0008.png,1280,960
9,6,139000000,6.139000000,frame_0009.png,1280,960
10,6,172000000,6.172000000,frame_0010.png,1280,960
11,6,205000000,6.205000000,frame_0011.png,1280,960
12,6,238000000,6.238000000,frame_0012.png,1280,960
13,6,271000000,6.271000000,frame_0013.png,1280,960
14,6,304000000,6.304000000,frame_0014.png,1280,960
15,6,337000000,6.337000000,frame_0015.png,1280,960
16,6,370000000,6.370000000,frame_0016.png,1280,960
17,6,403000000,6.403000000,frame_0017.png,1280,960
18,6,436000000,6.436000000,frame_0018.png,1280,960
19,6,469000000,6.469000000,frame_0019.png,1280,960
20,6,502000000,6.502000000,frame_0020.png,1280,960
21,6,535000000,6.535000000,frame_0021.png,1280,960
22,6,568000000,6.568000000,frame_0022.png,1280,960
23,6,601000000,6.601000000,frame_0023.png,1280,960
24,6,634000000,6.634000000,frame_0024.png,1280,960
25,6,667000000,6.667000000,frame_0025.png,1280,960
26,6,700000000,6.700000000,frame_0026.png,1280,960
27,6,733000000,6.733000000,frame_0027.png,1280,960
28,6,766000000,6.766000000,frame_0028.png,1280,960
29,6,799000000,6.799000000,frame_0029.png,1280,960
30,6,832000000,6.832000000,frame_0030.png,1280,960
31,6,865000000,6.865000000,frame_0031.png,1280,960
32,6,898000000,6.898000000,frame_0032.png,1280,960
33,6,931000000,6.931000000,frame_0033.png,1280,960
34,6,964000000,6.964000000,frame_0034.png,1280,960
35,6,997000000,6.997000000,frame_0035.png,1280,960
36,7,30000000,7.030000000,frame_0036.png,1280,960
37,7,63000000,7.063000000,frame_0037.png,1280,960
38,7,96000000,7.096000000,frame_0038.png,1280,960
39,7,129000000,7.129000000,frame_0039.png,1280,960
40,7,162000000,7.162000000,frame_0040.png,1280,960
41,7,195000000,7.195000000,frame_0041.png,1280,960
42,7,228000000,7.228000000,frame_0042.png,1280,960
43,7,261000000,7.261000000,frame_0043.png,1280,960
44,7,294000000,7.294000000,frame_0044.png,1280,960
45,7,327000000,7.327000000,frame_0045.png,1280,960
46,7,360000000,7.360000000,frame_0046.png,1280,960
47,7,393000000,7.393000000,frame_0047.png,1280,960
48,7,426000000,7.426000000,frame_0048.png,1280,960
49,7,459000000,7.459000000,frame_0049.png,1280,960
50,7,492000000,7.492000000,frame_0050.png,1280,960
51,7,525000000,7.525000000,frame_0051.png,1280,960
52,7,558000000,7.558000000,frame_0052.png,1280,960
53,7,591000000,7.591000000,frame_0053.png,1280,960
54,7,624000000,7.624000000,frame_0054.png,1280,960
55,7,657000000,7.657000000,frame_0055.png,1280,960
56,7,690000000,7.690000000,frame_0056.png,1280,960
57,7,723000000,7.723000000,frame_0057.png,1280,960
58,7,756000000,7.756000000,frame_0058.png,1280,960
59,7,789000000,7.789000000,frame_0059.png,1280,960
60,7,822000000,7.822000000,frame_0060.png,1280,960
61,7,855000000,7.855000000,frame_0061.png,1280,960
62,7,888000000,7.888000000,frame_0062.png,1280,960
63,7,921000000,7.921000000,frame_0063.png,1280,960
64,7,954000000,7.954000000,frame_0064.png,1280,960
65,7,987000000,7.987000000,frame_0065.png,1280,960
66,8,20000000,8.020000000,frame_0066.png,1280,960
67,8,53000000,8.053000000,frame_0067.png,1280,960
68,8,86000000,8.086000000,frame_0068.png,1280,960
69,8,119000000,8.119000000,frame_0069.png,1280,960
70,8,152000000,8.152000000,frame_0070.png,1280,960
71,8,185000000,8.185000000,frame_0071.png,1280,960
72,8,218000000,8.218000000,frame_0072.png,1280,960
73,8,251000000,8.251000000,frame_0073.png,1280,960
74,8,284000000,8.284000000,frame_0074.png,1280,960
75,8,317000000,8.317000000,frame_0075.png,1280,960
76,8,350000000,8.350000000,frame_0076.png,1280,960
77,8,383000000,8.383000000,frame_0077.png,1280,960
78,8,416000000,8.416000000,frame_0078.png,1280,960
79,8,449000000,8.449000000,frame_0079.png,1280,960
80,8,482000000,8.482000000,frame_0080.png,1280,960
81,8,515000000,8.515000000,frame_0081.png,1280,960
82,8,548000000,8.548000000,frame_0082.png,1280,960
83,8,581000000,8.581000000,frame_0083.png,1280,960
84,8,614000000,8.614000000,frame_0084.png,1280,960
85,8,647000000,8.647000000,frame_0085.png,1280,960
86,8,680000000,8.680000000,frame_0086.png,1280,960
87,8,713000000,8.713000000,frame_0087.png,1280,960
88,8,746000000,8.746000000,frame_0088.png,1280,960
89,8,779000000,8.779000000,frame_0089.png,1280,960
90,8,812000000,8.812000000,frame_0090.png,1280,960
91,8,845000000,8.845000000,frame_0091.png,1280,960
92,8,878000000,8.878000000,frame_0092.png,1280,960
93,8,911000000,8.911000000,frame_0093.png,1280,960
94,8,944000000,8.944000000,frame_0094.png,1280,960
95,8,977000000,8.977000000,frame_0095.png,1280,960
96,9,10000000,9.010000000,frame_0096.png,1280,960
97,9,43000000,9.043000000,frame_0097.png,1280,960
98,9,76000000,9.076000000,frame_0098.png,1280,960
99,9,109000000,9.109000000,frame_0099.png,1280,960
100,9,142000000,9.142000000,frame_0100.png,1280,960
101,9,175000000,9.175000000,frame_0101.png,1280,960
102,9,208000000,9.208000000,frame_0102.png,1280,960
103,9,241000000,9.241000000,frame_0103.png,1280,960
104,9,274000000,9.274000000,frame_0104.png,1280,960
105,9,307000000,9.307000000,frame_0105.png,1280,960
106,9,340000000,9.340000000,frame_0106.png,1280,960
107,9,373000000,9.373000000,frame_0107.png,1280,960
108,9,406000000,9.406000000,frame_0108.png,1280,960
109,9,439000000,9.439000000,frame_0109.png,1280,960
110,9,472000000,9.472000000,frame_0110.png,1280,960
111,9,505000000,9.505000000,frame_0111.png,1280,960
112,9,538000000,9.538000000,frame_0112.png,1280,960
113,9,571000000,9.571000000,frame_0113.png,1280,960
114,9,604000000,9.604000000,frame_0114.png,1280,960
115,9,637000000,9.637000000,frame_0115.png,1280,960
116,9,670000000,9.670000000,frame_0116.png,1280,960
117,9,703000000,9.703000000,frame_0117.png,1280,960
118,9,736000000,9.736000000,frame_0118.png,1280,960
119,9,769000000,9.769000000,frame_0119.png,1280,960
120,9,802000000,9.802000000,frame_0120.png,1280,960
121,9,835000000,9.835000000,frame_0121.png,1280,960
122,9,868000000,9.868000000,frame_0122.png,1280,960
123,9,901000000,9.901000000,frame_0123.png,1280,960
124,9,934000000,9.934000000,frame_0124.png,1280,960
125,9,967000000,9.967000000,frame_0125.png,1280,960
126,10,0,10.000000000,frame_0126.png,1280,960
127,10,33000000,10.033000000,frame_0127.png,1280,960
128,10,66000000,10.066000000,frame_0128.png,1280,960
129,10,99000000,10.099000000,frame_0129.png,1280,960
130,10,132000000,10.132000000,frame_0130.png,1280,960
131,10,165000000,10.165000000,frame_0131.png,1280,960
132,10,198000000,10.198000000,frame_0132.png,1280,960
133,10,231000000,10.231000000,frame_0133.png,1280,960
134,10,264000000,10.264000000,frame_0134.png,1280,960
135,10,297000000,10.297000000,frame_0135.png,1280,960
136,10,330000000,10.330000000,frame_0136.png,1280,960
137,10,363000000,10.363000000,frame_0137.png,1280,960
138,10,396000000,10.396000000,frame_0138.png,1280,960
139,10,429000000,10.429000000,frame_0139.png,1280,960
140,10,462000000,10.462000000,frame_0140.png,1280,960
141,10,495000000,10.495000000,frame_0141.png,1280,960
142,10,528000000,10.528000000,frame_0142.png,1280,960
143,10,561000000,10.561000000,frame_0143.png,1280,960
144,10,594000000,10.594000000,frame_0144.png,1280,960
145,10,627000000,10.627000000,frame_0145.png,1280,960
146,10,660000000,10.660000000,frame_0146.png,1280,960
147,10,693000000,10.693000000,frame_0147.png,1280,960
148,10,726000000,10.726000000,frame_0148.png,1280,960
149,10,759000000,10.759000000,frame_0149.png,1280,960
150,10,792000000,10.792000000,frame_0150.png,1280,960
151,10,825000000,10.825000000,frame_0151.png,1280,960
152,10,858000000,10.858000000,frame_0152.png,1280,960
153,10,891000000,10.891000000,frame_0153.png,1280,960
154,10,924000000,10.924000000,frame_0154.png,1280,960
155,10,957000000,10.957000000,frame_0155.png,1280,960
156,10,990000000,10.990000000,frame_0156.png,1280,960
157,11,23000000,11.023000000,frame_0157.png,1280,960
158,11,56000000,11.056000000,frame_0158.png,1280,960
159,11,89000000,11.089000000,frame_0159.png,1280,960
160,11,122000000,11.122000000,frame_0160.png,1280,960
161,11,155000000,11.155000000,frame_0161.png,1280,960
162,11,188000000,11.188000000,frame_0162.png,1280,960
163,11,221000000,11.221000000,frame_0163.png,1280,960
164,11,254000000,11.254000000,frame_0164.png,1280,960
165,11,287000000,11.287000000,frame_0165.png,1280,960
166,11,320000000,11.320000000,frame_0166.png,1280,960
167,11,353000000,11.353000000,frame_0167.png,1280,960
168,11,386000000,11.386000000,frame_0168.png,1280,960
169,11,419000000,11.419000000,frame_0169.png,1280,960
170,11,452000000,11.452000000,frame_0170.png,1280,960
171,11,485000000,11.485000000,frame_0171.png,1280,960
172,11,518000000,11.518000000,frame_0172.png,1280,960
173,11,551000000,11.551000000,frame_0173.png,1280,960
174,11,584000000,11.584000000,frame_0174.png,1280,960
175,11,617000000,11.617000000,frame_0175.png,1280,960
176,11,650000000,11.650000000,frame_0176.png,1280,960
177,11,683000000,11.683000000,frame_0177.png,1280,960
178,11,716000000,11.716000000,frame_0178.png,1280,960
179,11,749000000,11.749000000,frame_0179.png,1280,960
180,11,782000000,11.782000000,frame_0180.png,1280,960
181,11,815000000,11.815000000,frame_0181.png,1280,960
182,11,848000000,11.848000000,frame_0182.png,1280,960
183,11,881000000,11.881000000,frame_0183.png,1280,960
184,11,914000000,11.914000000,frame_0184.png,1280,960
185,11,947000000,11.947000000,frame_0185.png,1280,960
186,11,980000000,11.980000000,frame_0186.png,1280,960
187,12,13000000,12.013000000,frame_0187.png,1280,960
188,12,46000000,12.046000000,frame_0188.png,1280,960
189,12,79000000,12.079000000,frame_0189.png,1280,960
190,12,112000000,12.112000000,frame_0190.png,1280,960
191,12,145000000,12.145000000,frame_0191.png,1280,960
192,12,178000000,12.178000000,frame_0192.png,1280,960
193,12,211000000,12.211000000,frame_0193.png,1280,960
194,12,244000000,12.244000000,frame_0194.png,1280,960
195,12,277000000,12.277000000,frame_0195.png,1280,960
196,12,310000000,12.310000000,frame_0196.png,1280,960
197,12,343000000,12.343000000,frame_0197.png,1280,960
198,12,376000000,12.376000000,frame_0198.png,1280,960
199,12,409000000,12.409000000,frame_0199.png,1280,960
200,12,442000000,12.442000000,frame_0200.png,1280,960
201,12,475000000,12.475000000,frame_0201.png,1280,960
202,12,508000000,12.508000000,frame_0202.png,1280,960
203,12,541000000,12.541000000,frame_0203.png,1280,960
204,12,574000000,12.574000000,frame_0204.png,1280,960
205,12,607000000,12.607000000,frame_0205.png,1280,960
206,12,640000000,12.640000000,frame_0206.png,1280,960
207,12,673000000,12.673000000,frame_0207.png,1280,960
208,12,706000000,12.706000000,frame_0208.png,1280,960
209,12,739000000,12.739000000,frame_0209.png,1280,960
210,12,772000000,12.772000000,frame_0210.png,1280,960
211,12,805000000,12.805000000,frame_0211.png,1280,960
212,12,838000000,12.838000000,frame_0212.png,1280,960
213,12,871000000,12.871000000,frame_0213.png,1280,960
214,12,904000000,12.904000000,frame_0214.png,1280,960
215,12,937000000,12.937000000,frame_0215.png,1280,960
216,12,970000000,12.970000000,frame_0216.png,1280,960
217,13,3000000,13.003000000,frame_0217.png,1280,960
218,13,36000000,13.036000000,frame_0218.png,1280,960
219,13,69000000,13.069000000,frame_0219.png,1280,960
220,13,102000000,13.102000000,frame_0220.png,1280,960
221,13,135000000,13.135000000,frame_0221.png,1280,960
222,13,168000000,13.168000000,frame_0222.png,1280,960
223,13,201000000,13.201000000,frame_0223.png,1280,960
224,13,234000000,13.234000000,frame_0224.png,1280,960
225,13,267000000,13.267000000,frame_0225.png,1280,960
226,13,300000000,13.300000000,frame_0226.png,1280,960
227,13,333000000,13.333000000,frame_0227.png,1280,960
228,13,366000000,13.366000000,frame_0228.png,1280,960
229,13,399000000,13.399000000,frame_0229.png,1280,960
230,13,432000000,13.432000000,frame_0230.png,1280,960
231,13,465000000,13.465000000,frame_0231.png,1280,960
232,13,498000000,13.498000000,frame_0232.png,1280,960
233,13,531000000,13.531000000,frame_0233.png,1280,960
234,13,564000000,13.564000000,frame_0234.png,1280,960
235,13,597000000,13.597000000,frame_0235.png,1280,960
236,13,630000000,13.630000000,frame_0236.png,1280,960
237,13,663000000,13.663000000,frame_0237.png,1280,960
238,13,696000000,13.696000000,frame_0238.png,1280,960
239,13,729000000,13.729000000,frame_0239.png,1280,960
240,13,762000000,13.762000000,frame_0240.png,1280,960
241,13,795000000,13.795000000,frame_0241.png,1280,960
242,13,828000000,13.828000000,frame_0242.png,1280,960
243,13,861000000,13.861000000,frame_0243.png,1280,960
244,13,894000000,13.894000000,frame_0244.png,1280,960
245,13,927000000,13.927000000,frame_0245.png,1280,960
246,13,960000000,13.960000000,frame_0246.png,1280,960
247,13,993000000,13.993000000,frame_0247.png,1280,960
248,14,26000000,14.026000000,frame_0248.png,1280,960
249,14,59000000,14.059000000,frame_0249.png,1280,960
250,14,92000000,14.092000000,frame_0250.png,1280,960
251,14,125000000,14.125000000,frame_0251.png,1280,960
252,14,158000000,14.158000000,frame_0252.png,1280,960
253,14,191000000,14.191000000,frame_0253.png,1280,960
254,14,224000000,14.224000000,frame_0254.png,1280,960
255,14,257000000,14.257000000,frame_0255.png,1280,960
256,14,290000000,14.290000000,frame_0256.png,1280,960
257,14,323000000,14.323000000,frame_0257.png,1280,960
258,14,356000000,14.356000000,frame_0258.png,1280,960
259,14,389000000,14.389000000,frame_0259.png,1280,960
260,14,422000000,14.422000000,frame_0260.png,1280,960
261,14,455000000,14.455000000,frame_0261.png,1280,960
262,14,488000000,14.488000000,frame_0262.png,1280,960
263,14,521000000,14.521000000,frame_0263.png,1280,960
264,14,554000000,14.554000000,frame_0264.png,1280,960
265,14,587000000,14.587000000,frame_0265.png,1280,960
266,14,620000000,14.620000000,frame_0266.png,1280,960
267,14,653000000,14.653000000,frame_0267.png,1280,960
268,14,686000000,14.686000000,frame_0268.png,1280,960
