frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,filename,width,height
58,10,462000000,10.462000000,frame_0058.png,1280,960
59,10,495000000,10.495000000,frame_0059.png,1280,960
60,10,528000000,10.528000000,frame_0060.png,1280,960
61,10,561000000,10.561000000,frame_0061.png,1280,960
62,10,594000000,10.594000000,frame_0062.png,1280,960
63,10,627000000,10.627000000,frame_0063.png,1280,960
64,10,660000000,10.660000000,frame_0064.png,1280,960
65,10,693000000,10.693000000,frame_0065.png,1280,960
66,10,726000000,10.726000000,frame_0066.png,1280,960
67,10,759000000,10.759000000,frame_0067.png,1280,960
68,10,792000000,10.792000000,frame_0068.png,1280,960
69,10,825000000,10.825000000,frame_0069.png,1280,960
70,10,858000000,10.858000000,frame_0070.png,1280,960
71,10,891000000,10.891000000,frame_0071.png,1280,960
72,10,924000000,10.924000000,frame_0072.png,1280,960
73,10,957000000,10.957000000,frame_0073.png,1280,960
74,10,990000000,10.990000000,frame_0074.png,1280,960
75,11,23000000,11.023000000,frame_0075.png,1280,960
76,11,56000000,11.056000000,frame_0076.png,1280,960
77,11,89000000,11.089000000,frame_0077.png,1280,960
78,11,122000000,11.122000000,frame_0078.png,1280,960
79,11,155000000,11.155000000,frame_0079.png,1280,960
80,11,188000000,11.188000000,frame_0080.png,1280,960
81,11,221000000,11.221000000,frame_0081.png,1280,960
82,11,254000000,11.254000000,frame_0082.png,1280,960
83,11,287000000,11.287000000,frame_0083.png,1280,960
84,11,320000000,11.320000000,frame_0084.png,1280,960
85,11,353000000,11.353000000,frame_0085.png,1280,960
86,11,386000000,11.386000000,frame_0086.png,1280,960
87,11,419000000,11.419000000,frame_0087.png,1280,960
88,11,452000000,11.452000000,frame_0088.png,1280,960
89,11,485000000,11.485000000,frame_0089.png,1280,960
90,11,518000000,11.518000000,frame_0090.png,1280,960
91,11,551000000,11.551000000,frame_0091.png,1280,960
92,11,584000000,11.584000000,frame_0092.png,1280,960
93,11,617000000,11.617000000,frame_0093.png,1280,960
94,11,650000000,11.650000000,frame_0094.png,1280,960
95,11,683000000,11.683000000,frame_0095.png,1280,960
96,11,716000000,11.716000000,frame_0096.png,1280,960
97,11,749000000,11.749000000,frame_0097.png,1280,960
98,11,782000000,11.782000000,frame_0098.png,1280,960
99,11,815000000,11.815000000,frame_0099.png,1280,960
100,11,848000000,11.848000000,frame_0100.png,1280,960
101,11,881000000,11.881000000,frame_0101.png,1280,960
102,11,914000000,11.914000000,frame_0102.png,1280,960
103,11,947000000,11.947000000,frame_0103.png,1280,960
104,11,980000000,11.980000000,frame_0104.png,1280,960
105,12,13000000,12.013000000,frame_0105.png,1280,960
106,12,46000000,12.046000000,frame_0106.png,1280,960
107,12,79000000,12.079000000,frame_0107.png,1280,960
108,12,112000000,12.112000000,frame_0108.png,1280,960
109,12,145000000,12.145000000,frame_0109.png,1280,960
110,12,178000000,12.178000000,frame_0110.png,1280,960
111,12,211000000,12.211000000,frame_0111.png,1280,960
112,12,244000000,12.244000000,frame_0112.png,1280,960
113,12,277000000,12.277000000,frame_0113.png,1280,960
114,12,310000000,12.310000000,frame_0114.png,1280,960
115,12,343000000,12.343000000,frame_0115.png,1280,960
116,12,376000000,12.376000000,frame_0116.png,1280,960
117,12,409000000,12.409000000,frame_0117.png,1280,960
118,12,442000000,12.442000000,frame_0118.png,1280,960
119,12,475000000,12.475000000,frame_0119.png,1280,960
120,12,508000000,12.508000000,frame_0120.png,1280,960
121,12,541000000,12.541000000,frame_0121.png,1280,960
122,12,574000000,12.574000000,frame_0122.png,1280,960
123,12,607000000,12.607000000,frame_0123.png,1280,960
124,12,640000000,12.640000000,frame_0124.png,1280,960
125,12,673000000,12.673000000,frame_0125.png,1280,960
126,12,706000000,12.706000000,frame_0126.png,1280,960
127,12,739000000,12.739000000,frame_0127.png,1280,960
128,12,772000000,12.772000000,frame_0128.png,1280,960
129,12,805000000,12.805000000,frame_0129.png,1280,960
130,12,838000000,12.838000000,frame_0130.png,1280,960
131,12,871000000,12.871000000,frame_0131.png,1280,960
132,12,904000000,12.904000000,frame_0132.png,1280,960
133,12,937000000,12.937000000,frame_0133.png,1280,960
134,12,970000000,12.970000000,frame_0134.png,1280,960
135,13,3000000,13.003000000,frame_0135.png,1280,960
136,13,36000000,13.036000000,frame_0136.png,1280,960
137,13,69000000,13.069000000,frame_0137.png,1280,960
138,13,102000000,13.102000000,frame_0138.png,1280,960
139,13,135000000,13.135000000,frame_0139.png,1280,960
140,13,168000000,13.168000000,frame_0140.png,1280,960
141,13,201000000,13.201000000,frame_0141.png,1280,960
142,13,234000000,13.234000000,frame_0142.png,1280,960
143,13,267000000,13.267000000,frame_0143.png,1280,960
144,13,300000000,13.300000000,frame_0144.png,1280,960
145,13,333000000,13.333000000,frame_0145.png,1280,960
146,13,366000000,13.366000000,frame_0146.png,1280,960
147,13,399000000,13.399000000,frame_0147.png,1280,960
148,13,432000000,13.432000000,frame_0148.png,1280,960
149,13,465000000,13.465000000,frame_0149.png,1280,960
150,13,498000000,13.498000000,frame_0150.png,1280,960
151,13,531000000,13.531000000,frame_0151.png,1280,960
152,13,564000000,13.564000000,frame_0152.png,1280,960
153,13,597000000,13.597000000,frame_0153.png,1280,960
154,13,630000000,13.630000000,frame_0154.png,1280,960
155,13,663000000,13.663000000,frame_0155.png,1280,960
156,13,696000000,13.696000000,frame_0156.png,1280,960
157,13,729000000,13.729000000,frame_0157.png,1280,960
158,13,762000000,13.762000000,frame_0158.png,1280,960
159,13,795000000,13.795000000,frame_0159.png,1280,960
160,13,828000000,13.828000000,frame_0160.png,1280,960
161,13,861000000,13.861000000,frame_0161.png,1280,960
162,13,894000000,13.894000000,frame_0162.png,1280,960
163,13,927000000,13.927000000,frame_0163.png,1280,960
164,13,960000000,13.960000000,frame_0164.png,1280,960
165,13,993000000,13.993000000,frame_0165.png,1280,960
166,14,26000000,14.026000000,frame_0166.png,1280,960
167,14,59000000,14.059000000,frame_0167.png,1280,960
168,14,92000000,14.092000000,frame_0168.png,1280,960
169,14,125000000,14.125000000,frame_0169.png,1280,960
170,14,158000000,14.158000000,frame_0170.png,1280,960
171,14,191000000,14.191000000,frame_0171.png,1280,960
172,14,224000000,14.224000000,frame_0172.png,1280,960
173,14,257000000,14.257000000,frame_0173.png,1280,960
174,14,290000000,14.290000000,frame_0174.png,1280,960
175,14,323000000,14.323000000,frame_0175.png,1280,960
176,14,356000000,14.356000000,frame_0176.png,1280,960
177,14,389000000,14.389000000,frame_0177.png,1280,960
178,14,422000000,14.422000000,frame_0178.png,1280,960
179,14,455000000,14.455000000,frame_0179.png,1280,960
180,14,488000000,14.488000000,frame_0180.png,1280,960
181,14,521000000,14.521000000,frame_0181.png,1280,960
182,14,554000000,14.554000000,frame_0182.png,1280,960
183,14,587000000,14.587000000,frame_0183.png,1280,960
184,14,620000000,14.620000000,frame_0184.png,1280,960
185,14,653000000,14.653000000,frame_0185.png,1280,960
186,14,686000000,14.686000000,frame_0186.png,1280,960
187,14,719000000,14.719000000,frame_0187.png,1280,960
188,14,752000000,14.752000000,frame_0188.png,1280,960
189,14,785000000,14.785000000,frame_0189.png,1280,960
190,14,818000000,14.818000000,frame_0190.png,1280,960
191,14,851000000,14.851000000,frame_0191.png,1280,960
192,14,884000000,14.884000000,frame_0192.png,1280,960
193,14,917000000,14.917000000,frame_0193.png,1280,960
194,14,950000000,14.950000000,frame_0194.png,1280,960
195,14,983000000,14.983000000,frame_0195.png,1280,960
196,15,16000000,15.016000000,frame_0196.png,1280,960
197,15,49000000,15.049000000,frame_0197.png,1280,960
198,15,82000000,15.082000000,frame_0198.png,1280,960
199,15,115000000,15.115000000,frame_0199.png,1280,960
200,15,148000000,15.148000000,frame_0200.png,1280,960
201,15,181000000,15.181000000,frame_0201.png,1280,960
202,15,214000000,15.214000000,frame_0202.png,1280,960
203,15,247000000,15.247000000,frame_0203.png,1280,960
204,15,280000000,15.280000000,frame_0204.png,1280,960
205,15,313000000,15.313000000,frame_0205.png,1280,960
206,15,346000000,15.346000000,frame_0206.png,1280,960
207,15,379000000,15.379000000,frame_0207.png,1280,960
208,15,412000000,15.412000000,frame_0208.png,1280,960
209,15,445000000,15.445000000,frame_0209.png,1280,960
210,15,478000000,15.478000000,frame_0210.png,1280,960
211,15,511000000,15.511000000,frame_0211.png,1280,960
212,15,544000000,15.544000000,frame_0212.png,1280,960
213,15,577000000,15.577000000,frame_0213.png,1280,960
214,15,610000000,15.610000000,frame_0214.png,1280,960
215,15,643000000,15.643000000,frame_0215.png,1280,960
216,15,676000000,15.676000000,frame_0216.png,1280,960
217,15,709000000,15.709000000,frame_0217.png,1280,960
218,15,742000000,15.742000000,frame_0218.png,1280,960
219,15,775000000,15.775000000,frame_0219.png,1280,960
220,15,808000000,15.808000000,frame_0220.png,1280,960
221,15,841000000,15.841000000,frame_0221.png,1280,960
222,15,874000000,15.874000000,frame_0222.png,1280,960
223,15,907000000,15.907000000,frame_0223.png,1280,960
224,15,940000000,15.940000000,frame_0224.png,1280,960
225,15,973000000,15.973000000,frame_0225.png,1280,960
226,16,6000000,16.006000000,frame_0226.png,1280,960
227,16,39000000,16.039000000,frame_0227.png,1280,960
228,16,72000000,16.072000000,frame_0228.png,1280,960
229,16,105000000,16.105000000,frame_0229.png,1280,960
230,16,138000000,16.138000000,frame_0230.png,1280,960
231,16,171000000,16.171000000,frame_0231.png,1280,960
232,16,204000000,16.204000000,frame_0232.png,1280,960
233,16,237000000,16.237000000,frame_0233.png,1280,960
234,16,270000000,16.270000000,frame_0234.png,1280,960
235,16,303000000,16.303000000,frame_0235.png,1280,960
236,16,336000000,16.336000000,frame_0236.png,1280,960
237,16,369000000,16.369000000,frame_0237.png,1280,960
238,16,402000000,16.402000000,frame_0238.png,1280,960
239,16,435000000,16.435000000,frame_0239.png,1280,960
240,16,468000000,16.468000000,frame_0240.png,1280,960
241,16,501000000,16.501000000,frame_0241.png,1280,960
242,16,534000000,16.534000000,frame_0242.png,1280,960
243,16,567000000,16.567000000,frame_0243.png,1280,960
244,16,600000000,16.600000000,frame_0244.png,1280,960
245,16,633000000,16.633000000,frame_0245.png,1280,960
246,16,666000000,16.666000000,frame_0246.png,1280,960
247,16,699000000,16.699000000,frame_0247.png,1280,960
248,16,732000000,16.732000000,frame_0248.png,1280,960
249,16,765000000,16.765000000,frame_0249.png,1280,960
250,16,798000000,16.798000000,frame_0250.png,1280,960
251,16,831000000,16.831000000,frame_0251.png,1280,960
252,16,864000000,16.864000000,frame_0252.png,1280,960
253,16,897000000,16.897000000,frame_0253.png,1280,960
254,16,930000000,16.930000000,frame_0254.png,1280,960
255,16,963000000,16.963000000,frame_0255.png,1280,960
256,16,996000000,16.996000000,frame_0256.png,1280,960
257,17,29000000,17.029000000,frame_0257.png,1280,960
258,17,62000000,17.062000000,frame_0258.png,1280,960
259,17,95000000,17.095000000,frame_0259.png,1280,960
260,17,128000000,17.128000000,frame_0260.png,1280,960
261,17,161000000,17.161000000,frame_0261.png,1280,960
262,17,194000000,17.194000000,frame_0262.png,1280,960
263,17,227000000,17.227000000,frame_0263.png,1280,960
264,17,260000000,17.260000000,frame_0264.png,1280,960
265,17,293000000,17.293000000,frame_0265.png,1280,960
266,17,326000000,17.326000000,frame_0266.png,1280,960
267,17,359000000,17.359000000,frame_0267.png,1280,960
268,17,392000000,17.392000000,frame_0268.png,1280,960
269,17,425000000,17.425000000,frame_0269.png,1280,960
270,17,458000000,17.458000000,frame_0270.png,1280,960
271,17,491000000,17.491000000,frame_0271.png,1280,960
272,17,524000000,17.524000000,frame_0272.png,1280,960
273,17,557000000,17.557000000,frame_0273.png,1280,960
274,17,590000000,17.590000000,frame_0274.png,1280,960
275,17,623000000,17.623000000,frame_0275.png,1280,960
276,17,656000000,17.656000000,frame_0276.png,1280,960
277,17,689000000,17.689000000,frame_0277.png,1280,960
278,17,722000000,17.722000000,frame_0278.png,1280,960
279,17,755000000,17.755000000,frame_0279.png,1280,960
280,17,788000000,17.788000000,frame_0280.png,1280,960
281,17,821000000,17.821000000,frame_0281.png,1280,960
282,17,854000000,17.854000000,frame_0282.png,1280,960
283,17,887000000,17.887000000,frame_0283.png,1280,960
284,17,920000000,17.920000000,frame_0284.png,1280,960
285,17,953000000,17.953000000,frame_0285.png,1280,960
286,17,986000000,17.986000000,frame_0286.png,1280,960
287,18,19000000,18.019000000,frame_0287.png,1280,960
288,18,52000000,18.052000000,frame_0288.png,1280,960
289,18,85000000,18.085000000,frame_0289.png,1280,960
290,18,118000000,18.118000000,frame_0290.png,1280,960
291,18,151000000,18.151000000,frame_0291.png,1280,960
292,18,184000000,18.184000000,frame_0292.png,1280,960
293,18,217000000,18.217000000,frame_0293.png,1280,960
294,18,250000000,18.250000000,frame_0294.png,1280,960
295,18,283000000,18.283000000,frame_0295.png,1280,960
296,18,316000000,18.316000000,frame_0296.png,1280,960
297,18,349000000,18.349000000,frame_0297.png,1280,960
298,18,382000000,18.382000000,frame_0298.png,1280,960
299,18,415000000,18.415000000,frame_0299.png,1280,960
300,18,448000000,18.448000000,frame_0300.png,1280,960
301,18,481000000,18.481000000,frame_0301.png,1280,960
302,18,514000000,18.514000000,frame_0302.png,1280,960
303,18,547000000,18.547000000,frame_0303.png,1280,960
304,18,580000000,18.580000000,frame_0304.png,1280,960
305,18,613000000,18.613000000,frame_0305.png,1280,960
306,18,646000000,18.646000000,frame_0306.png,1280,960
307,18,679000000,18.679000000,frame_0307.png,1280,960
308,18,712000000,18.712000000,frame_0308.png,1280,960
309,18,745000000,18.745000000,frame_0309.png,1280,960
310,18,778000000,18.778000000,frame_0310.png,1280,960
311,18,811000000,18.811000000,frame_0311.png,1280,960
312,18,844000000,18.844000000,frame_0312.png,1280,960
313,18,877000000,18.877000000,frame_0313.png,1280,960
314,18,910000000,18.910000000,frame_0314.png,1280,960
315,18,943000000,18.943000000,frame_0315.png,1280,960
316,18,976000000,18.976000000,frame_0316.png,1280,960
317,19,9000000,19.009000000,frame_0317.png,1280,960
318,19,42000000,19.042000000,frame_0318.png,1280,960
319,19,75000000,19.075000000,frame_0319.png,1280,960
320,19,108000000,19.108000000,frame_0320.png,1280,960
321,19,141000000,19.141000000,frame_0321.png,1280,960
322,19,174000000,19.174000000,frame_0322.png,1280,960
323,19,207000000,19.207000000,frame_0323.png,1280,960
324,19,240000000,19.240000000,frame_0324.png,1280,960
325,19,273000000,19.273000000,frame_0325.png,1280,960
326,19,306000000,19.306000000,frame_0326.png,1280,960
327,19,339000000,19.339000000,frame_0327.png,1280,960
328,19,372000000,19.372000000,frame_0328.png,1280,960
329,19,405000000,19.405000000,frame_0329.png,1280,960
330,19,438000000,19.438000000,frame_0330.png,1280,960
331,19,471000000,19.471000000,frame_0331.png,1280,960
332,19,504000000,19.504000000,frame_0332.png,1280,960
333,19,537000000,19.537000000,frame_0333.png,1280,960
334,19,570000000,19.570000000,frame_0334.png,1280,960
335,19,603000000,19.603000000,frame_0335.png,1280,960
336,19,636000000,19.636000000,frame_0336.png,1280,960
337,19,669000000,19.669000000,frame_0337.png,1280,960
338,19,702000000,19.702000000,frame_0338.png,1280,960
339,19,735000000,19.735000000,frame_0339.png,1280,960
340,19,768000000,19.768000000,frame_0340.png,1280,960
341,19,801000000,19.801000000,frame_0341.png,1280,960
342,19,834000000,19.834000000,frame_0342.png,1280,960
343,19,867000000,19.867000000,frame_0343.png,1280,960
344,19,900000000,19.900000000,frame_0344.png,1280,960
345,19,933000000,19.933000000,frame_0345.png,1280,960
346,19,966000000,19.966000000,frame_0346.png,1280,960
347,19,999000000,19.999000000,frame_0347.png,1280,960
348,20,32000000,20.032000000,frame_0348.png,1280,960
349,20,65000000,20.065000000,frame_0349.png,1280,960
350,20,98000000,20.098000000,frame_0350.png,1280,960
351,20,131000000,20.131000000,frame_0351.png,1280,960
352,20,164000000,20.164000000,frame_0352.png,1280,960
353,20,197000000,20.197000000,frame_0353.png,1280,960
354,20,230000000,20.230000000,frame_0354.png,1280,960
355,20,263000000,20.263000000,frame_0355.png,1280,960
356,20,296000000,20.296000000,frame_0356.png,1280,960
357,20,329000000,20.329000000,frame_0357.png,1280,960
358,20,362000000,20.362000000,frame_0358.png,1280,960
359,20,395000000,20.395000000,frame_0359.png,1280,960
360,20,428000000,20.428000000,frame_0360.png,1280,960
361,20,461000000,20.461000000,frame_0361.png,1280,960
362,20,494000000,20.494000000,frame_0362.png,1280,960
363,20,527000000,20.527000000,frame_0363.png,1280,960
364,20,560000000,20.560000000,frame_0364.png,1280,960
365,20,593000000,20.593000000,frame_0365.png,1280,960
366,20,626000000,20.626000000,frame_0366.png,1280,960
367,20,659000000,20.659000000,frame_0367.png,1280,960
368,20,692000000,20.692000000,frame_0368.png,1280,960
369,20,725000000,20.725000000,frame_0369.png,1280,960
370,20,758000000,20.758000000,frame_0370.png,1280,960
371,20,791000000,20.791000000,frame_0371.png,1280,960
372,20,824000000,20.824000000,frame_0372.png,1280,960
373,20,857000000,20.857000000,frame_0373.png,1280,960
374,20,890000000,20.890000000,frame_0374.png,1280,960
375,20,923000000,20.923000000,frame_0375.png,1280,960
376,20,956000000,20.956000000,frame_0376.png,1280,960
377,20,989000000,20.989000000,frame_0377.png,1280,960
378,21,22000000,21.022000000,frame_0378.png,1280,960
379,21,55000000,21.055000000,frame_0379.png,1280,960
380,21,88000000,21.088000000,frame_0380.png,1280,960
381,21,121000000,21.121000000,frame_0381.png,1280,960
382,21,154000000,21.154000000,frame_0382.png,1280,960
383,21,187000000,21.187000000,frame_0383.png,1280,960
384,21,220000000,21.220000000,frame_0384.png,1280,960
385,21,253000000,21.253000000,frame_0385.png,1280,960
386,21,286000000,21.286000000,frame_0386.png,1280,960
387,21,319000000,21.319000000,frame_0387.png,1280,960
388,21,352000000,21.352000000,frame_0388.png,1280,960
389,21,385000000,21.385000000,frame_0389.png,1280,960
390,21,418000000,21.418000000,frame_0390.png,1280,960
391,21,451000000,21.451000000,frame_0391.png,1280,960
392,21,484000000,21.484000000,frame_0392.png,1280,960
393,21,517000000,21.517000000,frame_0393.png,1280,960
394,21,550000000,21.550000000,frame_0394.png,1280,960
395,21,583000000,21.583000000,frame_0395.png,1280,960
396,21,616000000,21.616000000,frame_0396.png,1280,960
397,21,649000000,21.649000000,frame_0397.png,1280,960
398,21,682000000,21.682000000,frame_0398.png,1280,960
399,21,715000000,21.715000000,frame_0399.png,1280,960
400,21,748000000,21.748000000,frame_0400.png,1280,960
401,21,781000000,21.781000000,frame_0401.png,1280,960
402,21,814000000,21.814000000,frame_0402.png,1280,960
403,21,847000000,21.847000000,frame_0403.png,1280,960
404,21,880000000,21.880000000,frame_0404.png,1280,960
405,21,913000000,21.913000000,frame_0405.png,1280,960
406,21,946000000,21.946000000,frame_0406.png,1280,960
407,21,979000000,21.979000000,frame_0407.png,1280,960
408,22,12000000,22.012000000,frame_0408.png,1280,960
409,22,45000000,22.045000000,frame_0409.png,1280,960
410,22,78000000,22.078000000,frame_0410.png,1280,960
411,22,111000000,22.111000000,frame_0411.png,1280,960
412,22,144000000,22.144000000,frame_0412.png,1280,960
413,22,177000000,22.177000000,frame_0413.png,1280,960
414,22,210000000,22.210000000,frame_0414.png,1280,960
415,22,243000000,22.243000000,frame_0415.png,1280,960
416,22,276000000,22.276000000,frame_0416.png,1280,960
417,22,309000000,22.309000000,frame_0417.png,1280,960
418,22,342000000,22.342000000,frame_0418.png,1280,960
419,22,375000000,22.375000000,frame_0419.png,1280,960
420,22,408000000,22.408000000,frame_0420.png,1280,960
421,22,441000000,22.441000000,frame_0421.png,1280,960
422,22,474000000,22.474000000,frame_0422.png,1280,960
423,22,507000000,22.507000000,frame_0423.png,1280,960
424,22,540000000,22.540000000,frame_0424.png,1280,960
425,22,573000000,22.573000000,frame_0425.png,1280,960
426,22,606000000,22.606000000,frame_0426.png,1280,960
427,22,639000000,22.639000000,frame_0427.png,1280,960
428,22,672000000,22.672000000,frame_0428.png,1280,960
429,22,705000000,22.705000000,frame_0429.png,1280,960
430,22,738000000,22.738000000,frame_0430.png,1280,960
431,22,771000000,22.771000000,frame_0431.png,1280,960
432,22,804000000,22.804000000,frame_0432.png,1280,960
433,22,837000000,22.837000000,frame_0433.png,1280,960
434,22,870000000,22.870000000,frame_0434.png,1280,960
435,22,903000000,22.903000000,frame_0435.png,1280,960
436,22,936000000,22.936000000,frame_0436.png,1280,960
437,22,969000000,22.969000000,frame_0437.png,1280,960
438,23,2000000,23.002000000,frame_0438.png,1280,960
439,23,35000000,23.035000000,frame_0439.png,1280,960
440,23,68000000,23.068000000,frame_0440.png,1280,960
441,23,101000000,23.101000000,frame_0441.png,1280,960
442,23,134000000,23.134000000,frame_0442.png,1280,960
443,23,167000000,23.167000000,frame_0443.png,1280,960
444,23,200000000,23.200000000,frame_0444.png,1280,960
445,23,233000000,23.233000000,frame_0445.png,1280,960
446,23,266000000,23.266000000,frame_0446.png,1280,960
447,23,299000000,23.299000000,frame_0447.png,1280,960
448,23,332000000,23.332000000,frame_0448.png,1280,960
449,23,365000000,23.365000000,frame_0449.png,1280,960
450,23,398000000,23.398000000,frame_0450.png,1280,960
451,23,431000000,23.431000000,frame_0451.png,1280,960
452,23,464000000,23.464000000,frame_0452.png,1280,960
453,23,497000000,23.497000000,frame_0453.png,1280,960
454,23,530000000,23.530000000,frame_0454.png,1280,960
455,23,563000000,23.563000000,frame_0455.png,1280,960
456,23,596000000,23.596000000,frame_0456.png,1280,960
457,23,629000000,23.629000000,frame_0457.png,1280,960
458,23,662000000,23.662000000,frame_0458.png,1280,960
459,23,695000000,23.695000000,frame_0459.png,1280,960
460,23,728000000,23.728000000,frame_0460.png,1280,960
461,23,761000000,23.761000000,frame_0461.png,1280,960
462,23,794000000,23.794000000,frame_0462.png,1280,960
463,23,827000000,23.827000000,frame_0463.png,1280,960
464,23,860000000,23.860000000,frame_0464.png,1280,960
465,23,893000000,23.893000000,frame_0465.png,1280,960
466,23,926000000,23.926000000,frame_0466.png,1280,960
467,23,959000000,23.959000000,frame_0467.png,1280,960
468,23,992000000,23.992000000,frame_0468.png,1280,960
469,24,25000000,24.025000000,frame_0469.png,1280,960
470,24,58000000,24.058000000,frame_0470.png,1280,960
471,24,91000000,24.091000000,frame_0471.png,1280,960
472,24,124000000,24.124000000,frame_0472.png,1280,960
473,24,157000000,24.157000000,frame_0473.png,1280,960
474,24,190000000,24.190000000,frame_0474.png,1280,960
475,24,223000000,24.223000000,frame_0475.png,1280,960
476,24,256000000,24.256000000,frame_0476.png,1280,960
477,24,289000000,24.289000000,frame_0477.png,1280,960
478,24,322000000,24.322000000,frame_0478.png,1280,960
479,24,355000000,24.355000000,frame_0479.png,1280,960
480,24,388000000,24.388000000,frame_0480.png,1280,960
481,24,421000000,24.421000000,frame_0481.png,1280,960
482,24,454000000,24.454000000,frame_0482.png,1280,960
483,24,487000000,24.487000000,frame_0483.png,1280,960
484,24,520000000,24.520000000,frame_0484.png,1280,960
485,24,553000000,24.553000000,frame_0485.png,1280,960
486,24,586000000,24.586000000,frame_0486.png,1280,960
487,24,619000000,24.619000000,frame_0487.png,1280,960
488,24,652000000,24.652000000,frame_0488.png,1280,960
489,24,685000000,24.685000000,frame_0489.png,1280,960
490,24,718000000,24.718000000,frame_0490.png,1280,960
491,24,751000000,24.751000000,frame_0491.png,1280,960
492,24,784000000,24.784000000,frame_0492.png,1280,960
493,24,817000000,24.817000000,frame_0493.png,1280,960
494,24,850000000,24.850000000,frame_0494.png,1280,960
495,24,883000000,24.883000000,frame_0495.png,1280,960
496,24,916000000,24.916000000,frame_0496.png,1280,960
497,24,949000000,24.949000000,frame_0497.png,1280,960
498,24,982000000,24.982000000,frame_0498.png,1280,960
499,25,15000000,25.015000000,frame_0499.png,1280,960
500,25,48000000,25.048000000,frame_0500.png,1280,960
501,25,81000000,25.081000000,frame_0501.png,1280,960
502,25,114000000,25.114000000,frame_0502.png,1280,960
503,25,147000000,25.147000000,frame_0503.png,1280,960
504,25,180000000,25.180000000,frame_0504.png,1280,960
505,25,213000000,25.213000000,frame_0505.png,1280,960
506,25,246000000,25.246000000,frame_0506.png,1280,960
507,25,279000000,25.279000000,frame_0507.png,1280,960
508,25,312000000,25.312000000,frame_0508.png,1280,960
509,25,345000000,25.345000000,frame_0509.png,1280,960
510,25,378000000,25.378000000,frame_0510.png,1280,960
511,25,411000000,25.411000000,frame_0511.png,1280,960
512,25,444000000,25.444000000,frame_0512.png,1280,960
513,25,477000000,25.477000000,frame_0513.png,1280,960
514,25,510000000,25.510000000,frame_0514.png,1280,960
